Question_ID,Question,GreedyDist+PR
2466,"Doctor, I have some skin lesion and rash on my body. Also, I feel some pain in my fingers and hands as well as in my mouth. What could be the reason behind these symptoms?",20
2467,"Doctor, I have noticed that my ankles, feet, and legs have started swelling up. Do you know what could be causing this?",10
2468,"Doctor, I have a mass in my scrotum. What could it be?",2
2469,"Hello doctor, I have these bumps on my penis and I am experiencing lower abdominal pain. ",14
2470,"Hi Doctor, I have been experiencing impotence for the past few weeks. Can you please tell me what could be the reason for it?",2
2471,"Doctor, I have noticed warts on my penis and I am experiencing impotence. What could be the problem?",8
2472,"Excuse me doctor, I've been experiencing blood in my urine and heavy sweating. What could be wrong with me?",14
2473,"Doctor, I have been experiencing sharp chest pain, heartburn, and regurgitation. Do you have any idea what might be causing these symptoms?",14
2474,"Doctor, I have been experiencing a burning sensation in my chest after meals, particularly at night. What could it be?",17
2475,"Doctor, I'm experiencing a lot of back pain lately, as well as heartburn and regurgitation. Do you have any idea what could be causing this? ",13
2476,"Hi doctor, I've been experiencing some vomiting lately.",21
2477,"Doctor, I've been experiencing sharp chest pain and vomiting blood. What could be causing this?",13
2478,"Doctor, I have noticed problems with my movements. It seems like I cannot move as smoothly as before. What could be the cause?",12
2479,"Doctor, I have been experiencing delusions, seizures, nausea, anxiety and nervousness. What could be wrong?",17
2480,"Doctor, I am feeling very anxious and nervous lately. What could be the reason?",2
2481,"Doctor, I have been experiencing cramps and spasms, as well as restlessness lately. Can you tell me what's wrong with me? ",17
2482,"Doctor, I have been experiencing bleeding from my ear and severe ear pain. What could be the problem?",3
2483,"Doctor, I have been experiencing a constant headache and pain in my ear. Do you have any idea what could be causing this? ",5
2484,"Doctor, I've been experiencing ear pain, headache, dizziness, heartburn, and a plugged feeling in my ear. Do you know what might be causing this?",17
2485,"Hi doctor, I've been experiencing a plugged feeling in my ear along with an allergic reaction and ringing in my ear. What could be causing this?",14
2486,"Hi doctor, I have been experiencing a lot of dizziness lately. What could be the cause of it?",18
2487,"Doctor, I have been experiencing rectal bleeding, sharp abdominal pain, vaginal dryness, symptoms of prostate, and even irregular belly button lately. What could be the issue?",15
2488,"Hi doctor, I've been having vaginal dryness and cramps and spasms in the anal area. Do you know what's causing it?",12
2489,"Doctor, I have been experiencing blood in my stool and rectal bleeding. I also have sharp abdominal pain. What could be the problem?",4
2490,"Doctor, I have been experiencing some changes in the appearance of my stool and also some symptoms related to my prostate. Can you tell me what is going on?",3
2491,"Doctor, I've been experiencing changes in my stool appearance and noticed some rectal bleeding. What could be causing these symptoms?",10
2492,"Doctor, I have a swollen tongue, an allergic reaction, and a skin rash. What is wrong with me?",19
2493,"Doctor, I have a swollen eye and fluid retention, what could be causing this?",12
2495,"Doctor, I have been experiencing peripheral edema and cough for a few days. What could be the reason for this?",3
2496,"Doctor, my lip is swelling and it's making me uncomfortable, do you know what might be causing it?",10
2497,"Doctor, I've been experiencing a plugged feeling in my ear and I keep pulling at it. I've also noticed there's some fluid in my ear. What could this be?",10
2498,"Doctor, I have noticed some redness in my ear, and I think I am having an allergic reaction. I find myself constantly pulling at my ears. What could be the problem?",13
2499,"Doctor, I've been having some trouble with my ear. There's some fluid in it and it's been red for a few days now. What could it be?",6
2500,"Doctor, I have been experiencing painful sinuses, a plugged feeling in my ear, an allergic reaction, pulling at my ears, and a lot of ear pain. ",15
2501,"Doctor, I have been experiencing bleeding from my ear. What could be the problem?",21
2502,"Doctor, my foot is so swollen, and it hurts a lot. What could be wrong with it?",3
2503,"Doctor, my hand and finger feel stiff and tight, and they're also swollen. My foot and toe are also swollen. What could be wrong with me?",17
2504,I have been feeling this pain in my hand and finger. It hurts whenever I try to pick up something.,8
2505,"Doctor, I have been experiencing pain in my hand and foot lately. ",4
2506,"Doctor, I have been experiencing pain and swelling in my hand and finger. My toe and foot also hurt.",12
2507,"Doctor, I've been feeling hot and cold lately. What could be the issue?",23
2508,"Doctor, I am experiencing low back weakness and eye strain. What could be causing this?",12
2509,"Doctor, I have been experiencing wrist weakness and vomiting. What could be the reason for this?",4
2510,"Hi doctor, I've been experiencing nail-biting for a long time, I was wondering what could be the cause?",11
2511,"Doctor, I have been experiencing nailbiting, constipation, elbow weakness and vomiting. Could you please tell me what might be wrong with me?",7
2512,"Doctor, I've been having a lot of leg pain lately, and my temper has been pretty bad. Also, I've been experiencing some sharp chest pain.",12
2513,"Doctor, I have been experiencing leg weakness and an ache all over my body. What could be the problem?",4
2514,"Doctor, I have difficulty in swallowing and I also have shoulder pain, fatigue, muscle pain, and stiffness all over my body. What could be the problem?",11
2515,"Doctor, I have been experiencing a lot of symptoms recently. I ache all over, have weakness in my legs, an irregular heartbeat, shoulder pain, and temper problems. What could be causing all of this?",18
2516,"Doctor, I have been experiencing throat swelling, foot and toe swelling, leg swelling and a mass in my neck. What could be the problem? ",19
2517,"Doctor, I'm experiencing several symptoms such as skin dryness, peeling, scaliness or roughness, peripheral edema, skin on leg or foot looks infected, foot or toe swelling, and leg pain. What could be causing this?",21
2518,"Doctor, I have noticed some skin lesions on my arm and I am also experiencing fluid retention. Additionally, I have a mass in my neck and my throat is swollen. What could be the reason behind these symptoms?",15
2519,"Doctor, I have noticed that I am experiencing lymphedema along with a mass in my neck and fluid retention. What do you think is wrong with me?",12
2520,"Doctor, I have noticed that my skin looks abnormal lately. It's kind of thick and hard, and has a shiny appearance. Do you know what it could be? ",7
2521,"Doctor, I've been experiencing some troubling symptoms lately. I've been having trouble with retaining my urine and have noticed a penile discharge. I also feel like I have symptoms of prostate problems. What could be going on?",13
2522,"Doctor, I have been experiencing a mass in my kidney and groin, and there is also blood in my urine. What could be the reason for this?",15
2523,"Doctor, I have a mass in my bladder. What could be the cause of this?",15
2524,"Doctor, I am experiencing symptoms of prostate and I have noticed blood in my urine. What could be causing this?",15
2525,"Doctor, I've been experiencing pain during intercourse. Can you tell me what's causing it?",12
2526,"Doctor, I have been experiencing wheezing, nasal congestion and coryza for the past few days. What could it be?",6
2527,"Doctor, I have been experiencing shortness of breath and a sore throat lately, what could be the problem?",3
2528,"Doctor, I have been feeling terrible lately. I have been having a headache, coryza, vomiting, chest tightness and nasal congestion. What's wrong with me?",15
2529,"Doctor, I have been experiencing vomiting and sharp chest pain. What could be the problem?",5
2530,"Doctor, I've been having some trouble breathing lately. I feel short of breath and have nasal congestion. There's also a wheezing sound when I breathe and I find it hard to take deep breaths. I also have a cough. What could be wrong with me?",9
2531,"Doctor, I am experiencing blindness, pain in my eye, diminished vision, eye redness, and a foreign body sensation. Can you please tell me what is wrong with my eye?",8
2532,"Doctor, I have been experiencing eye redness and spots or clouds in my vision lately, what could be the problem?",7
2533,"Doctor, I am experiencing double vision, diminished vision, eye burns or stings, spots or clouds in vision, and excessive lacrimation. What could be the problem?",11
2534,"Doctor, I am experiencing a burning and stinging sensation in my eye. Additionally, my eye feels itchy and I've been tearing up a lot. What's going on?",11
2535,"Doctor, I have been experiencing itchiness in my eyes along with spots and cloudiness in my vision. Additionally, there is a foreign body sensation in my eye. What could be the problem?",8
2536,"Doctor, I have an open wound on my chest and my lip is swollen. What could be the problem?",7
2537,"Doctor, I have a sharp pain in my chest, and my lips are swelling. What could be wrong with me?",8
2538,"Doctor, I have a sharp pain in my chest and my lip is swollen. What could be the problem?",8
2539,"Doctor, I have an open wound on my chest and my lips are swollen. What could be causing this?",7
2540,"Hi doctor, I have been experiencing sharp chest pain for the past week. I also have a wound on my chest that won't seem to heal. I must tell you that I have had a history of drug abuse.",12
2541,"Doctor, I have a sharp pain in my knee.",8
2542,"Doctor, I have been feeling a lot of knee stiffness and tightness lately, and I'm also having some problems during my pregnancy.",10
2543,"Doctor, my knee has been hurting a lot lately and there seems to be some fluid retention around it. ",10
2544,"Doctor, my knee hurts a lot and it's really hard to bend it. Also, it's quite swollen ",5
2545,"Hi doctor, I have noticed some swelling in my knee. It's a bit painful too. What could be causing this?",5
2546,"I have been experiencing back cramps or spasms, lower body pain, paresthesia, problems with movement, and my urine has an unusual color and odor. What could this be?",22
2547,"Doctor, I'm having problems with movement and leg weakness, and I feel a tingling sensation in my legs. I also experience lower body pain, and my urine has an unusual color and odor. What's wrong with me?",14
2548,"Hi doctor, I've been experiencing leg cramps and back pain for a few weeks now. Additionally, I have been having spasms in my legs and back, and it's becoming difficult to move around.",11
2549,"Doctor, I have been experiencing weakness in my leg. Can you tell me what it could be caused by?",12
2550,"Hi doctor, I've been experiencing lower body pain and leg weakness with a loss of sensation. What could be the problem?",7
2551,"Hi doctor, I have been having back pain and low back pain, along with problems with movement. My leg feels weak, and my urine has an unusual color and odor. What could be wrong?",17
2552,"Doctor, I have been having weakness in my hands and fingers.",3
2553,"Doctor, I have been experiencing weakness in my legs lately, can you tell me what could be the reason for this?",12
2555,"Doctor, I'm not feeling well and I'm having trouble urinating. What could be wrong with me?",10
2556,"Doctor, I've been having arm cramps or spasms for a while now. What could be causing this?",15
2557,"Doctor, I have been experiencing painful urination and involuntary urination. What could be causing this?",3
2558,"Doctor, I have been experiencing pelvic pain and blood in my urine. What could be the cause of this?",3
2559,"Doctor, I have been experiencing frequent urination, weight gain and painful urination. Are they related to any disease?",13
2560,"Doctor, I have been experiencing some symptoms related to my bladder, weight gain, and involuntary urination. What could be the problem?",11
2561,"Doctor, I've been experiencing some strange symptoms like suprapubic pain, hot flashes and weight gain. What could be the reason for it?",5
2562,"Doctor, I've been experiencing leg cramps or spasms, and I also have leg pain.",15
2563,"Doctor, I have been experiencing an ache all over my legs and have noticed a lump or mass on one of them. Additionally, the skin on my leg looks infected.",20
2564,"Doctor, I've been having leg cramps and spasms lately. What could be the reason for it?",13
2565,"Doctor, I've been experiencing leg cramps and spasms, what could be the problem?",11
2566,"Doctor, I've been experiencing back pain, involuntary urination, and side pain. What could be the cause of this?",9
2567,"Hi doctor, I have been experiencing symptoms of prostate like difficulty in urinating, weak flow, etc. Can you please tell me what might be causing these symptoms?",10
2568,"Doctor, I have been experiencing low back pain recently.",6
2569,"Doctor, I've been experiencing impotence, decreased appetite, back pain, and involuntary urination. What could be wrong with me?",9
2570,"Doctor, I have been having vomiting, low back pain, decreased appetite, back pain, and blood in my urine. What could be the reason for these symptoms? ",11
2571,"Doctor, I feel a lot of pain in my testicles and have trouble urinating. Also, I noticed some growth on my scrotum.",7
2572,"Doctor, I have been experiencing lower abdominal pain for a few days now. What could be the reason behind it?",16
2573,"Doctor, I have noticed a skin growth on my testicle. What could it be?",7
2574,"Doctor, I'm worried about the symptoms I'm experiencing. I've noticed a skin growth and symptoms of the scrotum and testes. I'm also experiencing impotence, excessive urination at night, and I've seen blood in my urine.",17
2575,"Doctor, I've been having some pain in my testicles lately, and I've noticed a mass in my scrotum. On top of that, I've been experiencing lower abdominal pain. What could be wrong with me?",9
2576,"Doctor, I've been experiencing a lot of pain in my lower body. Do you have any idea what might be causing it?",13
2577,"Doctor, I have been experiencing neck and back pain for several weeks now. What could be causing it?",7
2578,"Doctor, I have a lot of pain in my hip, joints, legs, and arms recently. ",14
2579,"Doctor, I have been experiencing an ache all over my body, as well as pain in my hips and shoulders. Additionally, I have noticed a loss of sensation and back pain. What could be wrong with me?",14
2580,"Hi Doctor, I have been experiencing arm pain along with low back pain and back pain. ",8
2581,"Doctor, I've been trying to get pregnant for a year, but it seems like it's not happening. I'm worried that something might be wrong with me.",13
2582,"Doctor, I have been experiencing some abnormal appearing skin, acne or pimples, skin moles, and unpredictable menstruation. Also, I have been having difficulty sleeping due to apnea. What could be causing all of these symptoms?",16
2583,"Doctor, I have been experiencing some acne or pimples on my face and my hair growth is also abnormal. Can you tell me what is happening to me?",3
2584,"Doctor, I have noticed that I have some skin moles and too little hair growth on certain parts of my body. What could be the reason for this?",13
2585,"Doctor, I've been experiencing acne breakouts, heavy menstrual flow, and abnormal skin with too little hair in some areas and unwanted hair in others. What could be the cause of this?",11
2586,"Doctor, I have been experiencing eye strain, wrist weakness, and elbow cramps or spasms. What could be causing this?",5
2587,"Dr, I'm experiencing some weird symptoms, and I think I have a problem with my foot. ",14
2588,"I've been having low back weakness, elbow weakness and wrist weakness, and sometimes I experience elbow cramps or spasms. ",15
2589,"Doctor, I have been experiencing elbow cramps or spasms lately, and I also dislocated my foot. Can you tell me what's causing this?",12
2590,"Doctor, I have been experiencing back pain, suprapubic pain, symptoms of the kidneys, and sharp abdominal pain. What could be the problem?",8
2591,"Doctor, I have been experiencing lower body pain and side pain lately. Can you please help me understand what's going on?",4
2592,"Doctor, I've been having some issues lately. I noticed blood in my urine, I've been vomiting, and I'm experiencing pain in my testicles and suprapubic pain.",12
2593,"Doctor, I am experiencing vomiting, pain in my testicles, side pain, and I am also having symptoms of my kidneys and bladder. Can you tell me what is wrong with me?",17
2594,"Hi doctor, I've been experiencing some pain on the side and back, what do you think could be causing this?",8
2595,"Doctor, I've been having blood in my stool and upper abdominal pain. I've also been having burning pain in my abdomen and constipation. What could be wrong with me?",10
2596,"Doctor, I have been experiencing diarrhea and nausea lately, do you know what might be causing this?",9
2597,"Doctor, I've been experiencing some symptoms lately, including melena and nausea. What could be the cause of this?",3
2598,"Doctor, I have been noticing blood in my stool lately.",3
2599,"Doctor, I've noticed some blood in my stool. What could be the reason?",3
2600,"Doctor, since my operation, I have been experiencing sharp chest pain and headaches, what could be wrong with me?",5
2601,"Doctor, I have been experiencing some back pain and sharp abdominal pain since my operation. Could you tell me what might be causing this? ",9
2602,"Doctor, I have been experiencing neck pain, vomiting, toothache, and nausea after my operation. Can you tell me what's wrong?",19
2603,"Doctor, I've been experiencing a lot of side pain and nausea lately. What could be causing this?",6
2604,"Doctor, I had a surgery a few days ago and now I am experiencing some symptoms. I have been feeling nauseous and am having lower abdominal pain. I also seem to be having a toothache, vomiting and low back pain. ",13
2605,"Doctor, I have been feeling really anxious and nervous lately. What do you think could be wrong with me?",2
2606,"Doctor, I have been experiencing elbow weakness lately and also feel quite anxious and nervous, even without any clear reason.",4
2607,"Doctor, I've been having constipation, sharp abdominal pain, excessive growth, symptoms of the face, and loss of sensation. What could be wrong with me?",14
2608,"Hi doctor, I have been experiencing some symptoms lately. I've been having loss of sensation, back pain, and constipation. What could be the problem?",5
2609,"Doctor, I have been experiencing drug abuse and loss of sensation. What could be causing these symptoms?",12
2610,"Doctor, I have been experiencing pain during my pregnancy, excessive urination at night, and facial pain. Can you please tell me what could be causing these symptoms?",5
2611,"Doctor, I have been experiencing shoulder cramps or spasms for a while, what could be the problem?",13
2612,"Hi doctor, I have a lump on my knee and pain in my ankle. I'm also experiencing pain during my pregnancy. What could be the problem?",7
2613,"Doctor, I've been feeling really tired lately and I have this weird pain in my face and wrist. What could be causing this?",13
2614,"Doctor, I have been experiencing excessive urination at night, what do you think could be the cause? ",3
2615,"Doctor, I have a lump in my neck and another one in my shoulder. Also, my ears have been very itchy lately.",12
2616,"Doctor, I have been experiencing symptoms of the kidneys, fatigue, a hoarse voice, regurgitation, and itchy ears. What could be the problem?",8
2617,"Doctor, I've been experiencing mouth pain and also found a mass in my groin area. What could be the cause?",10
2618,"Doctor, I have been feeling very tired lately and I noticed a lump on my neck. My muscles are also very sore and I feel stiff all over my body.",20
2619,"Doctor, I have been experiencing regurgitation and muscle pain lately. Can you tell me what might be causing these?",12
2620,"Doctor, I have some skin lesions on my hands and face, and my scalp looks irregular. What could be the cause?",17
2621,"Doctor, I have developed a rash on my skin and it is also getting dry and scaly. My scalp looks quite irregular too. I also have some acne and noticed a skin growth. ",10
2622,"Doctor, I have been having some unusual symptoms lately. My face has been showing some unusual rash and I feel there is a lack of growth on my skin.",3
2623,"Doctor, I have been experiencing symptoms of the face, lack of growth, and an itchy scalp. Can you tell me what's wrong with me?",12
2624,"Doctor, I have some weird symptoms in my skin, it is dry, scaly and appears to be rough. Also, it looks abnormal.",7
2625,"Doctor, I have been experiencing ankle swelling, shortness of breath, symptoms related to my kidneys, and peripheral edema. What could be the cause of this?",8
2626,"Doctor, I've been feeling very weak and tired lately.",11
2627,"Hi doctor, I have been experiencing swelling in my ankles. Do you know what it could be?",3
2628,"Doctor, I have been experiencing some symptoms lately. I feel like my kidneys are not functioning properly, and I also feel shortness of breath. Additionally, I have noticed a black tarry stool, and I tend to feel cold most of the time.",12
2630,"Doctor, I've been having some pain in my anus and an ache all over my body. What could be the problem?",3
2631,"Doctor, I have been experiencing pain of the anus, hurts to breath, rib pain, side pain, and retention of urine. What could be causing all these symptoms?",13
2632,"Doctor, I have been experiencing an ache all over my body, frequent urination, blood in my urine, rib pain, and sharp chest pain. What could be the problem?",14
2633,"Doctor, I have been experiencing side pain, retention of urine and it hurts to breath. ",10
2634,"Doctor, I have been experiencing blood in my urine, frequent urination, rib pain, and pain of the anus. What could be the reason for this? ",11
2635,"Doctor, I am experiencing spots or clouds in my vision and my eye feels very cloudy. What could be the problem? ",4
2636,"Doctor, I have been feeling some symptoms recently, like lacrimation, headache, vaginal itching, and my skin looks abnormal. What could be the problem?",17
2637,"Doctor, I have been experiencing a lot of lacrimation lately. What could be causing it?",8
2638,"Doctor, I've been having this constant pain in my eye with a headache, and my eye has been red and cloudy. I've also been tearing up more than usual. What's wrong with me?",13
2639,"Doctor, I'm experiencing a foreign body sensation in my eye and my eye is cloudy. I've also noticed some other symptoms of the eye, like lacrimation. What could be causing all of this?",7
2640,"Doctor, lately I've been experiencing eye burns or stings along with diminished vision. I also noticed some acne or pimples on my eyelids and there seem to be spots or clouds in my vision. Oh and my eyelids have been a bit swollen too.",18
2641,"Doctor, I have been feeling a foreign body sensation in my eye, and my scalp appears irregular. What could be the reason for this?",3
2642,"Doctor, I have been experiencing some spots or clouds in my vision lately and my eyes have been extremely itchy. Can you tell me what might be causing this?",4
2643,"Doctor, I've been experiencing an itchy scalp for the past few days and I've noticed I have too little hair in some parts of my head. What could be wrong with me?",2
2644,"Doctor, I have been experiencing skin dryness, peeling, scaliness or roughness, acne or pimples, skin lesion and itching of skin. What could be wrong with me?",11
2645,"Hi doctor, I have been having some issues with my skin. It has become very dry and is peeling and I'm developing acne as well.",6
2646,"Doctor, I am experiencing some abnormal appearing skin, irregular appearing nails, skin swelling, itchy scalp and skin rash. What could be wrong with me?",13
2647,"Doctor, I am experiencing acne, irregular nails, skin lesions and an itchy scalp. What is wrong with me?",9
2648,"Doctor, I've been having some weird symptoms with my skin lately. It's been swelling up, and I've been getting acne and irregular nails. I also noticed my skin is really dry and peeling a lot.",13
2649,"Doctor, I've been having an itchy and irregular scalp lately. I've also noticed some swelling on my skin. What could be causing this?",5
2650,"Doctor, I have a skin disease that causes my skin to swell and itch. My scalp is also itchy, and my skin looks abnormal. What could be wrong with me?",8
2651,"Doctor, I have been experiencing emotional symptoms and weakness in my wrist. Can you please help me understand what might be causing this? ",3
2652,"Doctor, I have been feeling hot and cold lately, and I also have low back weakness and weakness overall. Additionally, I have been experiencing some emotional symptoms. What could be causing this?",14
2653,"Doctor, I am experiencing some elbow weakness and feeling hot and cold, as well as some low back weakness. What could be causing these symptoms? ",4
2654,"Doctor, I have been experiencing some wrist weakness and emotional symptoms lately. What could be the problem?",3
2655,"I have been experiencing excessive growth, and I also have been feeling very depressed and sometimes have psychotic symptoms.",10
2656,"Doctor, I've been experiencing nailbiting and diarrhea lately. What could be causing this?",15
2657,"Doctor, I have been experiencing shoulder pain, headache, and weakness lately. What could be the problem?",9
2658,"Hi doctor, I have been experiencing shoulder pain, nausea, eye strain, weakness and dizziness. Can you tell me what's wrong with me?",16
2659,"Doctor, I have been experiencing fever, shoulder pain, dizziness, and eye strain. What could be happening to me?",11
2660,"Doctor, I have this feeling that my throat is tight and I can't seem to shake it off.",4
2661,"Doctor, can you tell me what's wrong? My ear really hurts, and my scalp feels irregular. ",15
2662,"Doctor, I have been experiencing ear pain for the past few days. ",8
2663,"Doctor, I've been having trouble hearing out of my left ear lately, and it feels like something is stuck in there. ",11
2664,"Doctor, I have been experiencing bleeding from my ear, skin irritation in my ear canal, and last night I was acting hysterically, what could be the problem?",12
2665,"Doctor, I've been having a really heavy menstrual flow and experiencing a lot of premenstrual tension and irritability lately. Do you know what could be causing this?",17
2666,"Doctor, I have been experiencing premenstrual tension or irritability, pelvic pain, long menstrual periods, headache and painful menstruation. What could be the possible cause for these symptoms? ",14
2667,"Doctor, I have been experiencing vomiting, burning abdominal pain, lower abdominal pain, and premenstrual tension or irritability. What could be the cause of this?",13
2668,"Hi Doctor, I have been experiencing some lower abdominal pain, long menstrual periods, and pelvic pain. Do you know what might be causing this? ",5
2669,"Doctor, I have been feeling very low and have had some disturbing thoughts lately. Could it be due to my menstrual cycle?",10
2670,"Hi doctor, I have been experiencing eye redness and other symptoms of the eye. What could be the issue?",8
2671,"Doctor, I have been experiencing peripheral edema, neck swelling, eye redness, and itching of the skin. What could be the problem?",16
2672,"Doctor, I have eyelid swelling and facial pain. I also have neck swelling and my vision is diminished.",9
2673,"Doctor, I have peripheral edema, symptoms in the eye, diminished hearing, itching on my skin, and neck swelling. Can you please help me out? ",18
2674,"Doctor, I'm having trouble seeing and I have a lot of pain on one side of my face.",11
2675,"Doctor, I have ankle swelling, knee stiffness, leg swelling, movement problems and my infant has feeding problems. What could be wrong with me?",16
2676,"Doctor, I have an issue with my leg. It's been swelling up and it's been really hard to walk. Also, I can't seem to feed my infant properly.",13
2677,"Doctor, I fell down and injured my leg. Since then, my knee has been swelling. What could be wrong?",2
2678,"Doctor, I have been experiencing ankle pain, knee swelling, foot or toe pain and my nails seem to be irregular. What could be the problem? ",7
2679,Hi doctor. I injured my leg a few days ago and now my nails look irregular and I'm having trouble moving my leg. I also have swelling in my leg and pain in my foot and toes. What could be causing all of this?,15
2680,"Doctor, I have been experiencing peripheral edema recently, what could be causing it?",3
2681,"Doctor, I have been experiencing sharp abdominal pain, seizures and fainting lately. What could be causing it?",7
2682,"Doctor, I have been feeling very weak lately and have fainted a couple of times. I also experience sharp abdominal pains and extreme fatigue. What could be causing this? ",8
2683,"Hi doctor, I have been experiencing some symptoms lately such as peripheral edema, shortness of breath, drug abuse, fatigue, and seizures. What could be the reason behind it?",14
2684,"Doctor, I have been experiencing drug abuse, depressive or psychotic symptoms, shortness of breath, and seizures recently. What could be wrong with me?",12
2685,"Doctor, I'm really worried, I have a lumpy mass in my arm.",15
2686,"Doctor, I have been experiencing low back pain, rib pain, leg pain, and joint pain for quite some time now. What could be the reason for this?",15
2687,"Doctor, I have been experiencing back pain and muscle pain lately. What could be wrong with me?",3
2688,"Hi, doctor. I've been having some symptoms that are worrying me. I have rib pain, muscle pain, problems with movement and back pain. What could it be?",16
2689,"Doctor, I've been having joint pain and swelling in my legs, and the pain has been getting worse day by day. What could be the problem?",3
2690,"Doctor, I have been having a sharp pain in my eye. Can you please tell me what might be causing this?",14
2691,"Doctor, I have been experiencing some strange symptoms recently. I don't know what's going on, but I have been feeling really angry lately. On top of that, I have been having shoulder cramps or spasms, pain in my eye, pain or soreness in my breast, and wrist pain.",8
2692,"Doctor, I have been experiencing excessive urination at night. What could be the problem?",4
2693,"Doctor, I have been experiencing facial pain along with shoulder cramps or spasms, and also ankle pain. What could be the reason for these symptoms?",6
2694,"Doctor, I have this lump on my knee and I am feeling very fatigued. I am also experiencing pain during my pregnancy and have been having pains in my ankles and face. Any idea what could be causing all these symptoms?",7
2695,"Doctor, I have been experiencing joint stiffness and fatigue lately. What could be the reason for this?",4
2696,"Doctor, I have been experiencing some strange symptoms lately. I have been feeling excessive anger, pain and soreness in my breast, facial pain, wrist pain, and I have been urinating excessively at night. What could be wrong with me?",11
2697,"Doctor, I have been experiencing shoulder cramps or spasms and fatigue, can you tell me what's wrong with me?",12
2698,"Doctor, I have been experiencing excessive urination at night and facial pain, what could be the problem?",4
2699,"Doctor, I have been experiencing joint stiffness and shoulder cramps lately. Also, I have been having pain in my breast. ",6
2700,"Doctor, I am experiencing side pain, arm stiffness or tightness, shoulder swelling and also pain or soreness of the breast. What could be the problem?",14
2701,"Doctor, I have been experiencing a constant headache for the past few days. Can you tell me what's wrong?",5
2702,"Doctor, I've been having a lot of pain in my foot and toes, and my hands and fingers are swelling. On top of that, my legs feel weak and heavy. What could be causing all of these symptoms? ",14
2703,"Doctor, I have been experiencing severe back pain and weakness in my legs. What do you think is wrong with me?",6
2704,"Doctor, I've been having headaches and weakness in my legs, do you know what could be causing this?",5
2705,"Doctor, I've been having trouble breathing lately. It hurts to inhale and exhale. ",17
2706,"Doctor, I've been experiencing shortness of breath, fainting, coughing, difficulty breathing, and sharp chest pain. What could be wrong with me?",12
2707,"Doctor, I have been fainting a lot lately and my eyes feel really itchy. I also find it difficult to breathe properly.",15
2708,"Hi Doctor, I have been having a fever and persistent cough for a few weeks now. Do you have any idea what could be causing this?",5
2709,"Doctor, I have been experiencing shortness of breath lately. What could be the cause?",16
2710,"Doctor, I've been experiencing an irregular heartbeat and I have a constant drainage in my throat. Do you know what might be the cause?",13
2711,"Doctor, I am experiencing palpitations, what could be the reason?",7
2712,"Doctor, I have been experiencing shortness of breath, increased heart rate, and dizziness lately. What could be the problem?",5
2713,"Doctor, I have been experiencing some symptoms lately - I have gained weight and been having nightmares. ",8
2714,"Doctor, I have been experiencing sharp chest pain lately, what could be the cause of this?",7
2715,"Doctor, I've been feeling dizzy lately. What could be the reason?",14
2716,"Doctor, I have been experiencing dizziness, difficulty speaking, leg weakness, weakness, and problems with movement. What could be wrong with me?",13
2717,"I have been having trouble moving my arms and legs lately, and my muscles seem to be really stiff or tight. What's wrong with me?",13
2718,"Doctor, I've been feeling really stiff all over and have been experiencing dizziness and difficulty speaking. What could be the problem?",12
2719,"Doctor, I am experiencing a lot of pain and swelling in my foot and toe. What could be the reason for this?",5
2720,"Doctor, I'm experiencing severe joint pain. What could be the cause?",12
2721,"Doctor, I've been experiencing swelling in my hands and ankle as well as pain in my fingers. Do you have any idea what could be the problem?",4
2722,"Doctor, I have been experiencing foot or toe pain, ankle pain, ankle swelling, knee pain and foot or toe swelling. What could be the problem?",15
2723,"Doctor, I have been experiencing some ankle pain and swelling, and also swelling in my hand and fingers.",14
2724,"Doctor, I have been experiencing coryza for a few days now. What could it be?",7
2725,"Doctor, I'm having trouble with my ears. I feel congested, have a sore throat, and my hearing seems diminished. I've also been throwing up and my nose is runny. What could be wrong with me?",18
2726,"Doctor, I am experiencing a plugged feeling in my ear. What could be the reason for this?",4
2727,"Doctor, I have a runny nose and there is fluid in my ear. What could be the problem?",4
2728,"Doctor, I have been feeling terrible lately. I have coryza, vomiting, sore throat, fever, and a plugged feeling in my ear. What could be wrong with me?",18
2729,"Doctor, I have been experiencing mood swings and temper problems lately. Sometimes I get angry for no reason and I feel like I have no control over it.",12
2730,"Doctor, I have been struggling with drug abuse for a while now and it's really affecting my life. I also feel like my self-esteem has been really low lately.",12
2731,"Hi Doctor, I have been experiencing a lot of anxiety and nervousness lately, especially in the morning.",12
2732,"Doctor, I've been experiencing some strange symptoms lately. I've been acting antisocial and feeling really depressed, and sometimes I see and hear things that aren't there. I'm also getting angry very easily.",7
2733,"Doctor, I've been experiencing excessive anger, temper problems, and antisocial behavior lately. What do you think could be the cause?",13
2734,"Doctor, I have been coughing up a lot of sputum lately. What could be the cause of it?",4
2735,"Doctor, I have been experiencing chills lately.",5
2736,"Doctor, I've been experiencing chills and coughing up sputum. What could be the cause of this?",11
2737,"Doctor, I have been experiencing difficulty speaking and coughing up sputum. What could be the issue?",12
2738,"Doctor, I've been having a persistent cough and it's becoming difficult for me to speak.",3
2739,"Hi Doctor, I've been experiencing changes in my stool appearance and my arm is really painful. Also, my bones are hurting and I feel weakness in my arm. There is swelling in my shoulder too. What could be the problem?",20
2740,"Hi doctor, I have been experiencing some neck swelling and my shoulder feels really stiff and tight. ",10
2741,"Doctor, I am experiencing shoulder swelling. It is painful when I move my arm. What could be the problem?",3
