Question_ID,Question,GreedyDist,GreedyDist_distance,GreedyDist_subgraph,GreedyDist_subgraph_distance
2878,"Doctor, lately I have been feeling like my throat is tight and I've noticed a lump in my neck. Also, my neck seems to be more swollen than usual.",173,3,173,3
2879,"Doctor, I have been experiencing neck swelling, difficulty in swallowing, hot flashes and restlessness. What could be the problem?",197,2,197,2
2880,"Doctor, I'm experiencing some unusual symptoms lately. My throat feels very tight, and I keep having hot flashes. I also feel a lump in my throat and have been restless.",187,2,187,2
2881,"Doctor, I have been experiencing a tight feeling in my throat, and a lot of drainage in my throat. Also, my behavior has been really hostile lately.",34,2,34,2
2882,"Doctor, I have been experiencing a persistent cough and it hurts to breathe. What could be wrong with me?",130,3,130,3
2883,"Doctor, I have been having a lot of difficulty in swallowing recently. ",102,3,102,3
2884,"Hey doc, I've been having this cough and wheezing for a few days now, and it's been difficult for me to swallow without feeling pain. I also have a fever, and recently I've been experiencing sharp abdominal pain. What could be wrong with me? ",20,1,20,1
2885,"Doctor, I have been experiencing sharp chest pain lately. What could be causing this?",30,5,30,5
2886,"Doctor, I'm experiencing some discomfort in my throat. It feels tight and I have a lot of drainage. What could be causing this?",62,2,62,2
2887,"Doctor, I have been experiencing chest tightness lately.",177,4,177,4
2888,"Doctor, I've been experiencing some symptoms like fluid in ear, dizziness and shortness of breath lately. What could be the reason behind it?",77,2,77,2
2889,"Hi doctor, I have been experiencing shortness of breath, nausea and weakness in my legs, what could be the problem?",127,5,127,5
2890,"Doctor, I have been experiencing shortness of breath, loss of sensation, sharp abdominal pain, and sharp chest pain. What could be the problem?",97,2,97,2
2891,"Doctor, I'm experiencing constipation and a loss of sensation. What could be the cause of this?",155,3,155,3
2892,"Doctor, I have been feeling nauseous and I am experiencing sharp abdominal pain.",14,5,14,5
2893,"Doctor, I have been experiencing lacrimation and blindness lately. What could be the cause?",65,3,65,3
2894,"Hi Doctor, I've been experiencing some double vision lately.",43,3,43,3
2895,"Doctor, I'm experiencing blindness in one eye, as well as spots and clouds in my vision. I've also been having excessive tearing from that eye and even noticed some bleeding. Additionally, I've noticed abnormal movement in my eyelid. Can you please tell me what's going on?",193,2,193,2
2896,"Doctor, I have been experiencing some strange symptoms in my vision. There seem to be spots or clouds that won't go away. ",182,4,182,4
2897,"Doctor, I have been experiencing diminished vision lately. What could be causing this?",54,5,54,5
2898,"Doctor, I have been experiencing sharp chest pain, coryza, nasal congestion, weakness, and wheezing. What could be the problem? ",185,2,185,2
2899,"Doctor, I have been experiencing coryza lately. What could be the reason for it?",104,2,104,2
2900,"Hi doctor, I have been experiencing vomiting, nasal congestion, wheezing, fever and sharp chest pain. Do you have any idea what is wrong with me?",21,1,21,1
2901,"Doctor, I have been experiencing vomiting and weakness lately, can you please tell me what could be wrong with me?",141,3,141,3
2903,"Doctor, I have a sore on my lip and my skin around it feels itchy and swollen, what could it be?",31,2,31,2
2904,"Doctor, I have this painful sore on my lip and my skin surrounding it is swollen. Also, I have been experiencing fever recently.",67,2,67,2
2905,"Doctor, I am having an ulcer in my mouth and it is so itchy.",200,3,200,3
2906,"Doctor, I'm experiencing sharp chest pain, can you tell me what might be causing it?",30,5,30,5
2907,"Doctor, I have been experiencing back cramps or spasms, impotence, increased heart rate, sharp chest pain and palpitations. What could be the cause of this?",30,1,27,1
2908,"Hi doctor, I have been having some back cramps or spasms along with shortness of breath, chest tightness, sharp chest pain, and difficulty breathing. What could be the problem?",181,2,181,2
2909,"Hi doctor, I have been experiencing sleepiness, back cramps, and palpitations recently. Do you know what might be causing these symptoms?",104,2,104,2
2910,"Doctor, I've been experiencing chest tightness and back cramps or spasms lately, what could be the cause?",84,2,84,2
2911,"Hi Doctor, I've been experiencing some symptoms lately like pain in my eye, facial pain and a lump on my knee. Do you know what might be causing this? ",151,3,151,3
2912,"Doctor, I have been experiencing wrist pain, pain in my breast, ankle pain, facial pain and excessive anger. What could these symptoms be signs of?",22,2,22,2
2913,"Doctor, I have been experiencing excessive anger, pain in my eye, fatigue, pain during pregnancy, and a lump on my knee. What could be the problem?",69,2,69,2
2914,"Doctor, I am feeling pain or soreness in my breast and my joints are also feeling stiff and tired. I am also experiencing fatigue, excessive anger, and ankle pain. ",58,2,58,2
2915,"Doctor, I am experiencing a knee lump or mass and pain during pregnancy. What could be causing this?",137,3,137,3
2916,"Doctor, I have been feeling nauseous lately. Do you know what's wrong with me?",10,5,10,5
2917,"Doctor, I have noticed that the skin on my arm looks infected. Could it be a skin infection or something more serious?",96,2,96,2
2918,"Doctor, I have noticed a mass in my scrotum.",67,3,67,3
2919,"Doctor, I am experiencing painful urination and I also have pain in my testicles.",184,2,184,2
2920,"Doctor, I've been experiencing some symptoms lately. I noticed diminished hearing, nausea and groin pain.",59,2,59,2
2921,"Doctor, I have been experiencing seizures, disturbance of memory and stiffness in my arms. What could be the problem?",148,3,148,3
2922,"Doctor, I have been feeling tingling and numbness in my hands and feet. ",114,3,114,3
2923,"Doctor, I have been experiencing seizures and paresthesia lately.",114,3,114,3
2924,"Doctor, I am experiencing problems with movement. It is becoming increasingly difficult to move around.",187,3,187,3
2925,"Doctor, I have been having some trouble lately. I've noticed some abnormal involuntary movements, difficulty speaking, and even had some seizures. Could you tell me what might be causing this?",151,3,151,3
2926,"Hi Doctor, I have a lump/mass in my breast and I have been experiencing bleeding and discharge from my nipple. Also, I feel joint stiffness and tightness.",26,1,20,1
2927,"Doctor, I have been experiencing pain and soreness in my breast, what could be the cause?",185,3,185,3
2928,"Doctor, I have been experiencing joint stiffness or tightness lately, what could be the reason for this?",171,3,171,3
2929,"Doctor, I have noticed a lump on my breast and have been experiencing hot flashes and a discharge from my nipple. What do you think could be the problem?",111,2,111,2
2930,"Doctor, I have been experiencing flatulence for a couple of days now. What could be causing this?",146,3,146,3
2931,"Doctor, I have been experiencing difficulty in swallowing, nosebleeds, vaginal pain, and pain in my anus. What could be causing these symptoms?",40,2,40,2
2932,"Doctor, I keep having nosebleeds. What could be the possible cause of this?",186,3,186,3
2933,"Doctor, I have been feeling very tired lately and I also have vaginal pain. I am also finding it difficult to swallow and have been experiencing hot flashes. ",26,1,22,1
2934,"Doctor, I have been experiencing some vaginal pain lately. Can you tell me what might be causing it?",62,3,62,3
2935,"Doctor, I have been experiencing pain in my anus, black tarry stools, dizziness, and burning pain in my belly. What could be the problem?",17,1,14,1
2936,"Doctor, I've been feeling nauseous lately.",10,5,10,5
2937,"Doctor, I've been feeling very weak lately and have noticed some itching on my skin. Can you tell me what might be causing these symptoms?",50,2,50,2
2938,"Doctor, I have been experiencing pain of the anus, burning abdominal pain, and nausea. What could be the problem?",104,2,104,2
2939,"Doctor, I have been feeling dizzy lately and noticed changes in my stool appearance.",16,1,14,1
2940,"Doctor, I have been experiencing vaginal discharge, cramps and spasms, pelvic pain, and I also noticed a mass on my vulva. I haven't had my period for some time now. What could be the problem?",33,1,29,1
2941,"Hi doctor, I have been experiencing cramps and spasms in my lower abdomen for the past week. I also noticed a mass on my vulva, my menstruation has become very infrequent and I've been having unusual vaginal discharge. Additionally, I experienced some vaginal bleeding after menopause. What could be causing these symptoms?",21,1,19,1
2942,"Doctor, I have been experiencing absence of menstruation along with pelvic pain. I also feel a mass on my vulva and my menstrual periods have become longer and infrequent. What could be wrong with me?",19,1,17,1
2943,"Doctor, I've been experiencing a mass on my vulva, vaginal discharge and vaginal bleeding after menopause. What could be the problem?",102,5,102,5
2944,"Doctor, I have been experiencing vaginal bleeding after menopause, vaginal itching, cramps and spasms, long menstrual periods, and intermenstrual bleeding. What could be the problem?",43,1,41,1
2945,"Doctor, I've been feeling ill lately and I've noticed spots or clouds in my vision. I also have been experiencing muscle pain, intermenstrual bleeding and decreased appetite. Could you tell me what's going on?",158,2,158,2
2946,"I have been experiencing drainage in my throat for a while now. What could be the problem, doctor?",103,3,103,3
2947,"Doctor, I have been experiencing intermenstrual bleeding, feeling ill, cough, spots or clouds in my vision and hemoptysis. What could be wrong with me?",119,2,119,2
2948,"Doctor, I have been feeling ill lately, and I don't know what is wrong with me.",189,3,189,3
2949,"Doctor, I have been experiencing acne and abnormal appearing skin growth with some skin moles. What could be the reason for this?",47,2,47,2
2950,"Doctor, I'm experiencing abnormal skin appearance, skin growth, foot swelling, skin rash, and dryness. What could it be?",64,2,64,2
2951,"Doctor, my neck is hurting a lot and my skin is irritated. Also, my skin looks abnormal and it's really itchy. I have a rash on my skin too. What could be wrong with me? ",159,2,159,2
2952,"Doctor, I have developed some skin moles and my neck is hurting a lot. What could be the problem?",45,2,45,2
2953,"Doctor, I have noticed that I have some skin moles and my foot and toe have been swelling a lot lately. What could it be?",130,3,130,3
2954,"Doctor, I have been experiencing difficulty in swallowing and weakness recently. Can you tell me what could be the reason for it? ",122,3,122,3
2955,"Hi Doctor, I've been feeling quite unwell for the past few days. I have symptoms of flu-like syndrome and tongue lesions. What could be the reason for it?",134,3,134,3
2956,"Doctor, I am experiencing difficulty in swallowing, disturbance of memory and also gained a lot of weight. What could be the reason behind this?",184,3,184,3
2957,"Doctor, I have been experiencing symptoms of the kidneys and a disturbance of memory lately, do you know what might be the issue?",89,2,89,2
2958,"Doctor, I have been feeling ill lately and my ribs hurt. I also have a history of drug abuse. What could be causing this?",71,2,71,2
2959,"Doctor, I have been experiencing side pain, feeling ill, rib pain, lack of growth and symptoms of the kidneys. What is wrong with me? ",23,1,19,1
2960,"Doctor, I've been experiencing shortness of breath and side pain and also problems with movement while sleeping. ",180,5,180,5
2961,"Doctor, I have been experiencing apnea, feeling ill, and shortness of breath. What could be the reason?",200,2,200,2
2962,"Doctor, I have been experiencing pain in my eye and a sore throat. Do you know what could be causing it?",168,5,168,5
2963,"Doctor, I have been having some redness in my ear, facial pain, toothache, sore throat, and ear pain. What could be the issue?",20,1,20,1
2964,"Doctor, I have been experiencing some discomfort lately. I have nasal congestion, neck pain, and pain in my eye. Do you have any idea what could be the cause of all these symptoms?",197,5,197,5
2965,"Doctor, I have been experiencing a lot of pain in my eye, sore throat, diminished hearing, and nasal congestion. What could be the problem?",199,3,199,3
2966,"Doctor, I have been experiencing some redness in my ear. Could it be an infection?",62,3,62,3
2967,"Doctor, I've been having difficulty swallowing, insomnia, and I've been hearing some strange breathing sounds. What could be wrong with me?",92,2,92,2
2968,"Doctor, I've been having some trouble with my vision lately, and I'm also experiencing apnea and insomnia. What could be causing this?",189,2,189,2
2969,"Doctor, I've been experiencing diminished vision, abnormal breathing sounds, difficulty eating, and overall fatigue. What could be wrong with me?",27,1,26,1
2970,"Doctor, I've been experiencing some strange symptoms lately. My vision seems to be getting worse, I'm having trouble swallowing, and I feel weak and faint a lot. What could be wrong with me?",133,2,133,2
2971,"Doctor, I have been experiencing apnea, difficulty eating and swallowing. What could be the cause of these symptoms?",69,2,69,2
2972,"Doctor, I have been experiencing involuntary urination, blood in my urine, suprapubic pain and also some fluid in my ear. What could be the possible cause?",37,2,37,2
2973,I have been having fever and constipation for the past few days. What could be the problem?,140,3,140,3
2974,"Doctor, I have been experiencing involuntary urination and I also have a fever. What could be the problem?",197,3,197,3
2975,"Doctor, I have been experiencing some involuntary urination, symptoms of the kidneys, blood in my urine, and regurgitation. What could be the problem? ",150,2,150,2
2976,"Doctor, I have been experiencing excessive growth lately. What could be the reason?",57,3,57,3
2977,"Doctor, I have been experiencing neck cramps and joint stiffness for quite some time, can you tell me what might be causing these symptoms?",164,3,164,3
2978,"Doctor, I've been experiencing eye strain and I also noticed a knee lump or mass. What could it be?",194,3,194,3
2979,"Doctor, I have been experiencing a loss of sex drive lately. What could be the cause of this?",46,2,46,2
2980,"Doctor, I have a vulvar sore and my shoulder is swollen. What could be the reason? ",142,3,142,3
2981,"Doctor, I have been experiencing vaginal discharge, vaginal pain, and sharp abdominal pain. What could be wrong with me?",76,2,76,2
2982,"Doctor, whenever I urinate, it pains a lot and I have also been experiencing vaginal pain.",132,3,132,3
2983,"Doctor, I'm having problems with movement. It's like my muscles are not cooperating with each other. Can you tell me what's wrong with me?",157,2,157,2
2984,"Doctor, I've been having some severe itching in my genital area. Can you tell me what's wrong?",150,3,150,3
2985,"Doctor, I have been experiencing vaginal itching, spotting or bleeding during pregnancy and sharp abdominal pain. What could be wrong with me?",102,2,102,2
2986,"Doctor, I have been experiencing arm pain, hip pain, back pain, ache all over, and shortness of breath. Do you have any idea what might be causing all of these symptoms?",190,3,190,3
2987,"Doctor, I am having hip pain, rib pain and shortness of breath.",97,2,97,2
2988,"Doctor, I am experiencing some back pain that is quite severe. ",141,5,141,5
2989,"Doctor, I've been experiencing side pain, back pain, and it hurts to breathe. Additionally, my bones are painful. Can you tell me what's going on?",111,2,111,2
2990,"Doctor, I have this weird lump in my back and it's been hurting for a while.",62,2,62,2
2991,"Doctor, I have been experiencing redness in my eyes, what could be the cause? ",56,5,56,5
2992,"Doctor, I have been experiencing eyelid swelling, pain in my eye, muscle swelling, and my skin looks abnormal. Do you know what could be causing this?",19,1,18,1
2993,"Doctor, I have been experiencing some symptoms with my eyes lately. They feel heavy and I have trouble seeing at times. What could be the problem?",67,5,67,5
2994,"Doctor, I've been feeling really sick lately. I have been experiencing nausea, sharp abdominal pain, and even depression. What's wrong with me?",130,5,130,5
2995,"Doctor, I have been experiencing some upper abdominal pain, could you tell me what could be causing it?",192,3,192,3
2996,"Doctor, I have been experiencing vomiting, nausea, jaundice, and upper abdominal pain. What could be wrong with me?",89,2,89,2
2997,"Doctor, I have been having sharp abdominal pain, diarrhea, fatigue, and upper abdominal pain. What could be the problem?",106,5,106,5
2998,"Doctor, I have been feeling really down lately and also experiencing upper abdominal pain, rectal bleeding, diarrhea, and itching of skin. ",193,2,193,2
2999,"Doctor, I've been having sharp and lower abdominal pain, and my menstrual flow has been really heavy. What could be the problem?",165,3,165,3
3000,"Hi doctor, I have been experiencing intermenstrual bleeding and lower abdominal pain, along with cramps and spasms. Also, I am pregnant and facing some problems during pregnancy. Can you tell me what might be the issue?",150,2,150,2
3001,"Doctor, I've been experiencing some problems during my pregnancy and have also had some intermenstrual bleeding. What could be the problem?",154,5,154,5
3002,"Doctor, I have been experiencing cramps and spasms along with heavy menstrual flow. I am also feeling a lower abdominal pain and I am pregnant, which is causing me a lot of pain.",174,2,174,2
3003,"Hi doctor, I've been experiencing some vaginal discharge and lower abdominal pain. Do you have any idea what could be causing this?",98,5,98,5
3004,"Doctor, I have a wound on my shoulder and it feels really stiff and tight. What could be causing this?",101,2,101,2
3005,"Doctor, I have been experiencing some wrist pain, shoulder stiffness or tightness, and shoulder pain lately, what could be the problem?",150,2,150,2
3006,"Doctor, I have this open wound on my shoulder and my arm has been swollen. I am also experiencing pain in my wrist.",104,2,104,2
3007,"Doctor, I have an open wound on my shoulder and it's not healing properly. ",139,2,139,2
3008,"Doctor, I have an open wound on my shoulder and it feels tight and stiff. What could be the problem?",176,2,176,2
3009,"Doctor, I have been experiencing cramps and spasms in my lower abdomen, along with dizziness. What is wrong with me?",154,5,154,5
3010,"Doctor, I have been experiencing pelvic pain and intermenstrual bleeding. What could be causing this?",102,5,102,5
3011,"Doctor, I have been experiencing some vaginal discharge, dizziness, and spotting during my pregnancy. What could be causing these symptoms?",20,1,19,1
3012,"Doctor, I have been experiencing vaginal discharge, dizziness, cramps and spasms, intermenstrual bleeding and pain during pregnancy. Can you please tell me what could be the problem?",28,1,27,1
3013,"Hi doctor, I have been experiencing sharp abdominal pain and I am pregnant. ",16,1,13,1
3014,"Doctor, I have been experiencing leg pain and back pain for a while now. ",127,5,127,5
3015,"Doctor, I've been having some leg swelling and stiffness in my knee, along with some hip pain. Any idea what might be causing this?",62,2,62,2
3016,"Doctor, I have been experiencing joint pain, leg swelling and hip pain for quite some time now. What could be the reason behind this?",197,3,197,3
3017,"Doctor, I've been experiencing leg pain, leg swelling, and knee swelling for a while now. What could be causing this?",145,3,145,3
3018,"Hi doctor, I have been experiencing knee swelling, back pain and knee pain for quite some time now. Can you tell me what's wrong with me?",194,5,194,5
3019,"Doctor, I have been experiencing headaches and spots or clouds in my vision. I also have trouble breathing at times and my scrotum keeps itching. What could be wrong with me?",13,1,11,1
3020,"Doctor, I have been experiencing paresthesia for a while now. What could be the reason for this?",95,3,95,3
3021,"I have been experiencing headache, sleepiness, and lacrimation lately. Also, there is sometimes pain in my eye and I have trouble breathing at night. What could be the cause?",31,1,31,1
3022,"Doctor, I have been experiencing sleepiness and headaches lately, can you tell me what could be causing it?",16,1,16,1
3023,"Doctor, I have been experiencing constant fatigue lately, what could be the reason?",88,2,88,2
3024,"Doctor, I have been experiencing knee stiffness or tightness and also feeling very tired lately. What could be the reason behind it?",159,3,159,3
3025,"Doctor, I have been experiencing knee stiffness or tightness and noticed blood in my stool, what could be the issue?",22,2,22,2
3026,"Doctor, I have been feeling very tired lately and noticed blood in my stool. What could be causing this?",164,3,164,3
3027,"Doctor, I feel so tired all the time. ",106,5,106,5
3028,"Doctor, I've been having some problems lately. I have been abusing alcohol, exhibiting aggressive behavior, feeling unhappy, experiencing worsened smoking problems, and experiencing slurred speech even when sober. Can you help me?",59,2,59,2
3029,"Doctor, I have been feeling very depressed lately, even when everything seems to be going well in my life. ",170,3,170,3
3030,"Doctor, I have been struggling with abusing alcohol, drug abuse, smoking problems, anxiety and nervousness. What could be wrong with me?",118,2,118,2
3031,"Doctor, I have been feeling really down lately. I feel like I have very low self-esteem, and I have been having trouble quitting smoking.",182,3,182,3
3032,"Doctor, I've been having some problems lately. I've been feeling really hostile towards people, and I've been drinking more than usual. I've also been having some trouble with smoking.",192,3,192,3
3033,"Doctor, I have been experiencing vomiting blood, depressive symptoms, and sometimes even hostile behavior. What could be causing all this?",184,3,184,3
3034,"Hello doctor, I have been experiencing hand or finger pain recently. What could be the reason for that?",44,3,44,3
3035,"Hi doctor, I've been experiencing weakness in my arms and hands.",184,3,184,3
3036,"Doctor, I've been experiencing hand or finger swelling, paresthesia, elbow pain, and weakness in my hand or fingers. I'm not sure what's wrong with me.",89,2,89,2
3037,"Hello doctor, I have been experiencing wrist pain and hand weakness for the past few days. I also feel a pins and needles sensation in my fingers. What could be the problem?",181,3,181,3
3038,"Hi doctor, I've been experiencing some hand or finger swelling and wrist pain along with elbow pain. Also, my hand or fingers feel stiff or tight. What could be the problem?",190,3,190,3
3039,"Doctor, I have been experiencing hot flashes along with headaches. What could be wrong with me?",26,1,24,1
3040,"Doctor, I have been experiencing bleeding or discharge from my nipple, weight gain, acne or pimples, and sleepiness. What could be the reason for this?",17,1,14,1
3041,"Doctor, I have been experiencing weight gain, headaches, and acne or pimples on my face. What could be the problem?",198,5,198,5
3042,"Doctor, I have been experiencing sudden weight gain in the last few months despite not having any major changes in my diet or exercise routine. What could be causing this?",21,2,21,2
3043,"Doctor, I have been experiencing infertility, acne, headache, and fluid retention. What could be the reason behind these symptoms? ",132,2,132,2
3044,"Doctor, I have been experiencing frequent urination lately.",119,3,119,3
3045,"Doctor, I have been experiencing back pain, frequent urination, retention of urine and nausea. What could it possibly indicate?",78,2,78,2
3046,"Doctor, I have been experiencing side pain, blood in my urine, suprapubic pain, nausea, and lower abdominal pain. Can you tell me what is wrong with me?",180,5,180,5
3047,"Doctor, I have been experiencing low back pain, blood in my urine, and vomiting. What could be causing this?",177,3,177,3
3048,"Doctor, I have been experiencing severe back pain, blood in my urine, vomiting and lower abdominal pain. What could be the problem?",109,5,109,5
3049,"Doctor, I've been experiencing some strange symptoms lately. I have obsessions and compulsions, temper problems, restlessness, constipation, and lack of growth. What do you think it could be?",20,1,17,1
3050,"Doctor, I have noticed that my child is exhibiting some strange behavior. He doesn't like to interact with others and is often lost in his own thoughts. He also seems to have some strange obsessions and compulsions. Additionally, I have noticed that he has not been growing like other children his age and is having difficulty speaking. What could be wrong?",136,2,136,2
3051,"Doctor, I have been experiencing restlessness, constipation, and seizures. What could be wrong with me?",17,1,14,1
3052,"Doctor, I have been experiencing hostile behavior, retracted eyelids and constipation. What could be the cause of this?",177,3,177,3
3053,"I have a rash on my skin and a lesion. Also, I have lost sensation. What could be the issue?",24,2,24,2
3054,"Hi doctor, I have a swollen eye and a terrible headache.",190,3,190,3
3055,"Doctor, I have a mass in my groin area and my skin is swollen. What could be wrong with me?",27,2,27,2
3056,"Doctor, I have a swollen eye.",126,4,126,4
3057,"Doctor, I have been feeling a loss of sensation lately, what do you think could be the reason for this?",64,3,64,3
3058,"Doctor, I have been experiencing some symptoms in my eyes such as blurred vision, severe eye pain, colored halo around lights, and loss of peripheral vision. What could be the cause?",175,3,175,3
3059,"Doctor, I have been experiencing some issues with my eyes lately. I have noticed a white discharge and I am having some pain in one of my eyes. ",93,2,93,2
3060,"Doctor, I have been experiencing a lot of pain in my eye lately. ",67,5,67,5
3061,"Hello doctor, I have been experiencing a lot of symptoms with my eyes lately. I have noticed some changes, like eye pain, white discharge from eye, excessive tearing, and double vision lately.",147,2,147,2
3062,"Doctor, I have been experiencing diminished vision, a mass on my eyelid, spots or clouds in my vision, pain in my eye, and white discharge from my eye. What could be the cause of these symptoms?",122,2,122,2
3063,"Doctor, I have been experiencing blindness in one of my eyes, along with a burning or stinging sensation and abnormal movement of my eyelid. What could be causing this?",70,2,70,2
3064,"Doctor, I have been experiencing double vision lately. Can you tell me what might be causing it?",43,3,43,3
3065,"Doctor, I am experiencing blindness, burning and stinging in my eyes, abnormal movements of my eyelids, pain in my eye, and my eye looks cloudy. What could be causing these symptoms?",90,2,90,2
3066,"Doctor, I have been experiencing bleeding from my eye, lacrimation, pain in my eye and double vision lately. What could be the problem?",138,2,138,2
3067,"Doctor, I can't see anything out of my right eye and it feels like there's a cloud over it.",103,3,103,3
3068,"Hi doctor, I have been experiencing mouth dryness and hot flashes lately. What could be the reason behind it?",177,3,177,3
3069,"Doctor, I've noticed that I've been experiencing fluid retention, hot flashes, and mouth dryness lately. What could be causing these symptoms?",147,2,147,2
3070,"Doctor, I've been feeling extremely tired lately and I don't seem to be growing at all. My legs also feel weak and swollen.",50,2,50,2
3071,"Doctor, I have been experiencing some weakness in my legs lately. ",58,2,58,2
3072,"Doctor, I have been experiencing severe dryness in my mouth for the last few weeks. What could be causing this?",163,3,163,3
3073,"Doctor, I have been having frequent urination and sometimes I am not able to control it. What could be wrong with me?",193,3,193,3
3074,"Doctor, I've been experiencing symptoms related to my bladder. I have to use the bathroom frequently throughout the day and it's getting really inconvenient. ",25,2,25,2
3075,"Doctor, I have been experiencing some involuntary urination, focal weakness, excessive urination at night, and some retention of urine. Do you have any idea what could be causing this?",30,2,30,2
3076,"Doctor, I have been experiencing hand or finger stiffness or tightness, as well as symptoms of bladder problems, blood in my urine, and impotence. What could be causing these symptoms?",19,1,16,1
3077,"Doctor, I have been experiencing pain and soreness in my breast, and recently, I have been feeling excessively angry. Do you know what might be causing this?",124,3,124,3
3078,"Hi, doctor. I've been having some wrist pain and facial pain lately. Do you know what could be causing it?",200,5,200,5
3079,"Doctor, I have been experiencing excessive anger and pain in my eye. Can you tell me what might be causing it?",137,5,137,5
3080,"Doctor, I have been experiencing excessive urination at night and I also have a knee lump. Additionally, I've been feeling pain during my pregnancy and wrist pain as well. What could be the cause of these symptoms? ",50,2,50,2
3081,"Doctor, I have been experiencing severe itching of the skin lately. Can you tell me what could be causing it?",119,3,119,3
3082,"Doctor, I've been having a cough, peripheral edema, fever, weakness and joint pain for a few weeks now. What could be wrong with me?",65,2,65,2
3083,"Doctor, I've been experiencing some itching of my skin lately. What could be causing it?",169,3,169,3
3084,"Doctor, I've been feeling nauseous and have noticed peripheral edema lately. What do you think could be the cause?",45,2,45,2
3085,"Doctor, I've been feeling very weak and nauseous lately. My legs also seem to be swelling up, and I seem to have a fever. On top of that, I have a cough and my stomach feels bloated. Could it be something serious?",190,2,190,2
3086,"Doctor, I have been experiencing significant pain in my wrist. It hurts a lot whenever I try to lift objects or move my arm. What could be the cause of this?",70,3,70,3
3087,"Doctor, my elbow is swollen and I also feel pain in my shoulder and hand.",80,2,80,2
3088,"Doctor, I've been experiencing some hand or finger pain, along with stiffness and tightness. I've also noticed a lump or mass on my elbow. What could be causing this?",82,2,82,2
3089,"Doctor, I have been experiencing elbow swelling, wrist pain, and joint pain. What could be the problem?",81,2,81,2
3090,"Doctor, there is an open wound in my eye and I am experiencing symptoms of eye pain and diminished vision. What could be wrong?",192,2,192,2
3091,"Doctor, I have knee weakness and my eye is swollen. ",175,3,175,3
3092,"Doctor, I have been experiencing pain in my eye, spots or clouds in my vision, itchiness of my eye and my eye is swollen. ",126,3,126,3
3093,"Doctor, I have been experiencing some knee weakness, dimmed vision and pain in my eye. ",114,2,114,2
3094,"Doctor, I have been experiencing some symptoms of the eye, such as a sharp pain and a feeling of grittiness. Also, there is some discharge and redness.",165,2,165,2
3095,"Doctor, I have been experiencing an increased heart rate lately along with a skin rash. What could be the reason?",163,3,163,3
3096,"Doctor, I've been experiencing some muscle pain and headache, and I also have a lump in my arm. I'm also feeling some congestion in my chest and my foot and toes are swollen. What could be wrong with me?",149,2,149,2
3097,"Hi doctor, I have been experiencing muscle pain and congestion in my chest, what could be the problem?",165,3,165,3
3098,"Doctor, I have been experiencing congested chest lately, what could be the problem?",74,3,74,3
3099,"Doctor, I have been experiencing congestion in my chest and swelling in my foot and toe. What could be causing this?",154,3,154,3
3100,"Doctor, I have been experiencing heartburn, delusions or hallucinations, and my legs have been swelling up. Do you know what's going on?",23,2,23,2
3101,"Doctor, I have been experiencing impotence, heartburn, blood in stool, and leg swelling. What could be the reason for these symptoms?",16,1,14,1
3102,"Doctor, I have been experiencing excessive anger, my nails have irregular appearance, it hurts when I breathe and my legs are swollen.",80,2,80,2
3103,"Doctor, I have been experiencing nosebleeds, nasal congestion, painful sinuses and headaches. What could it be? ",87,2,87,2
3104,"Doctor, I've been experiencing coughing and nosebleeds recently. What could be causing this?",188,3,188,3
3105,I've been having a fever and really bad sinus congestion. What could be wrong with me?,48,2,48,2
3106,"Doctor, my sinuses have been really painful and congested lately. What could be causing this?",88,3,88,3
3107,"Doctor, I've been having some ear pain and headaches lately, and I think it's related to my nose. ",188,5,188,5
3108,"I have been feeling really down lately, having seizures and feeling anxious and nervous all the time. On top of that, I have been vomiting frequently. What could be causing these symptoms? ",103,2,103,2
3109,"Doctor, I've been feeling really down lately, and my body feels like it's in pain. Also, I'm having these weird involuntary movements. What could be wrong with me?",69,2,69,2
3110,"Doctor, I have been feeling very anxious and nervous lately. I have also been having body aches and feeling nauseous. What could be the reason for these symptoms?",106,2,106,2
3111,"Doctor, I have been experiencing anxiety and nervousness lately, along with antisocial behavior and feeling an ache all over. I'm also experiencing frequent dizziness. What could be the issue?",160,2,160,2
3112,"Doctor, I'm feeling very anxious, nervous and I am behaving quite antisocially. I've been experiencing chills and I had a seizure recently. What's wrong with me?",142,2,142,2
3113,"Doctor, I have been experiencing neck swelling, toothache, mouth pain, peripheral edema, and gum pain. What could be the issue?",21,1,20,1
3114,"Doctor, I have been experiencing gum pain and pain in my gums. What could be the problem?",120,3,120,3
3115,"Doctor, I am experiencing hot flashes, fluid retention, vomiting blood, lack of growth, and slurring of words. What could be causing all these symptoms?",22,1,17,1
3116,"Doctor, I've been feeling really weak, and I've noticed that my mouth is constantly dry. Also, I've been slurring my words a lot, and I've been retaining a lot of fluid. What could be causing this?",54,2,54,2
3117,"Doctor, I have been experiencing a fever, my mouth is always dry, and I just vomited blood, what could be wrong with me?",90,2,90,2
3118,"Doctor, I am experiencing hot flashes, vomiting blood, and nausea. What could be the issue?",24,1,21,1
3119,"Doctor, I've been experiencing hot flashes, leg weakness, vomiting blood, fluid retention, and weakness. What could be the problem?",32,1,28,1
3120,"Doctor, I have been experiencing symptoms of prostate problems and impotence. Also, I am unable to control my bladder and frequently leak urine.",169,3,169,3
