Question_ID,Question,KG_nodes_count,Path_nodes_count
1391,"Doctor, I think I might have diverticulitis. I have been experiencing abdominal pain, constipation, and feverishness.",6,6
5398,"Doctor, I have been having an allergic reaction lately and my skin has been looking very abnormal.",5,5
695,"Hi doctor, I have been experiencing some discomfort and pain during sex. I think I might have HPV. ",5,5
2325,I have noticed a lump on my leg and my leg has also been swollen. ,5,5
4223,"Doctor, I have been having leg cramps or spasms, fatigue, sharp chest pain, and lymphedema. What could be wrong with me?",6,6
5439,"Doctor, I have been experiencing diminished vision, fluid retention, headaches, abnormal involuntary movements, and spots or clouds in my vision. Do you know what could be causing this?",9,9
5186,"Doctor, I have been having this cough for a few days now. What could be the reason?",9,9
5073,"Doctor, I have an open wound on my hand and my finger is starting to swell. What could it be?",4,4
2746,"Doctor, I have been experiencing blood in my urine accompanied by sharp abdominal pain and other symptoms related to my kidneys. What could be the issue?",5,5
766,"Hi Doc, I've been experiencing some severe pain and swelling in my leg. I also have some open wounds which are not healing and are emitting a foul odor. Can you please help me?",9,9
1925,"Doctor, I have noticed skin swelling on my foot along with dryness, peeling, scaliness and a lump. What could it be?",10,10
2543,"Doctor, my knee has been hurting a lot lately and there seems to be some fluid retention around it. ",6,6
1632,"Doctor, I am having arm stiffness and difficulty eating, my baby is also facing feeding problems. What could be the reason for all these symptoms?",4,4
1208,"Hi doctor, I have been diagnosed with a decubitus ulcer. What medications do I need?",5,5
201,"Hi Doctor, I have been having a lot of pain in my lower back and legs, and I think it might be sciatica.",4,4
379,"Doctor, I have been feeling very weak and have lost a lot of weight recently. I went to the hospital and was diagnosed with metastatic cancer. What tests do I need to take now?",7,7
3893,"Doctor, I have been experiencing low back pain, headache, and problems with movement lately. What do you think could be causing this?",5,5
5008,"Doctor, I've been having this frontal headache for a few days now and my nose keeps bleeding frequently. What could be wrong? ",3,3
597,"Doctor, I am worried about my high blood pressure. What tests do I need to take to check on it?",4,4
3731,"Doctor, I have this burning abdominal pain that just won't go away. Do you have any idea what could be causing it? ",3,3
3396,"Doctor, I've been having some gum pain lately. What could it be?",3,3
5160,"Doctor, I am experiencing problems with movement, abnormal involuntary movements, fainting, and also noticed blood in my urine. What could be the problem?",9,9
4716,"Doctor, I have this eyelid lesion with rash and my eye is swollen and itchy. What could be wrong?",8,8
1593,"Hi doctor, I have been experiencing arm swelling, hand stiffness, wrist swelling, and wrist pain. What could be wrong with me?",5,5
3146,"Doctor, I am experiencing muscle pain and weakness recently, do you know what could be the reason for it?",5,5
4050,"Doctor, I have been experiencing some strange symptoms lately like regurgitation, weight gain, heartburn and rectal bleeding. Could you tell me what could be the reason behind this?",9,9
3274,"Doctor, I have been experiencing vomiting, chills, and emotional symptoms lately.",7,7
1999,"Hello Doctor, I'm here because I'm having some problems with my eye. There are spots and clouds in my vision, and my eye is swollen and red. I'm also experiencing diminished vision. Can you tell me what's wrong with my eye?",7,7
1209,"Doctor, I have been feeling very thirsty and have been drinking a lot of water lately. I think I might have hypernatremia, what should I do?",7,7
5375,"Doctor, I have been feeling ill lately and I think I might have a drug abuse problem. Also, my arm has been hurting a lot and I feel weakness in it.",8,8
46,"Doctor, I have been experiencing shortness of breath lately and coughing up phlegm. I am afraid it could be emphysema.",4,4
874,"Doctor, I have been experiencing pain and irritation in my eyes lately. Upon getting it checked, I was told that I have a cornea infection. What medication do I need to take for this?",3,3
3483,"Doctor, I have been experiencing some abnormal appearing skin, pelvic pain, and knee pain. What could be the cause?",5,5
1793,"Doctor, I have been experiencing vomiting, wrist weakness and seizures. What could be the problem?",5,5
1441,"Doctor, I have been experiencing bone pain, headaches, and hearing loss. My X-rays also show an enlargement in some of my bones. What could be causing this and what medication would you recommend?",10,10
4244,"Doctor, I have been experiencing leg stiffness or tightness lately. What could be the reason for this?",7,7
3806,"Doctor, I have a swelling on my leg and my eye is swollen too. ",5,5
412,"Doctor, I have been experiencing severe pain in my tooth. I think I may have a tooth disorder.",4,4
4567,"Doctor, I have been experiencing painful menstruation, jaundice, heavy menstrual flow, and swollen abdomen. What could be wrong with me?",10,10
2042,"Doctor, I have been feeling very tired lately, and I experience shortness of breath when I try to do anything strenuous. My heart rate also seems to be very high all the time. What could be wrong with me?",7,7
995,I had surgery yesterday and I'm experiencing a lot of pain. What medications should I take?,7,7
3740,"Doctor, I've been experiencing frequent urination, blood in my urine, and lower abdominal pain. What could be the issue?",4,4
1093,"Hi doctor, I think I may have lateral epicondylitis, also known as tennis elbow. ",4,4
3807,"Doctor, I have a problem. My arm is swelling and my eye is so swollen that I can barely even see. On top of that, I have a skin rash and fluid seems to be building up in my body. What could be causing all of this?",13,13
4352,"Doctor, I've been experiencing sharp chest pain. What could be the reason behind this?",3,3
4579,"Doctor, I've been having a pretty sore throat lately.",3,3
4878,"Doctor, I have been experiencing chest tightness, fainting, depressive or psychotic symptoms, dizziness, and sharp chest pain. What could be wrong with me?",8,8
2600,"Doctor, since my operation, I have been experiencing sharp chest pain and headaches, what could be wrong with me?",3,3
3626,"Doctor, I am experiencing mouth pain, ear pain, headache, gum pain, and peripheral edema. What could be the reason for this?",11,11
5019,"Doctor, I have been experiencing some strange symptoms lately. I have noticed pus in my sputum and my back feels weak.",3,3
4136,"Doctor, I have been experiencing elbow weakness, difficulty in swallowing, hip stiffness or tightness, and itchy eyelid. What do you think could be the problem?",11,11
3496,"Doctor, I have been experiencing a lot of pain in my eye and my eyes have been tearing up frequently, what could be the cause of this?",3,3
3653,"Doctor, I have been constantly fainting and feeling dizzy along with palpitations, increased heart rate and weakness, what could be the cause of these symptoms?",6,6
1304,"Doctor, I have developed a lipoma on my shoulder. What medications would you recommend for it?",6,6
3889,"Doctor, I have been experiencing knee pain lately and I have been abusing alcohol. Do you know what might be causing these symptoms? ",5,5
3687,"Doctor, I have a sore throat, headache, coughing up sputum, throat swelling and I'm feeling ill. What do I have?",9,9
2124,"Doctor, I have been experiencing a plugged feeling in my ear, and it's been red and swollen for the past few days. I also have a fever, and my hearing seems to be diminished. There's a strange fluid in my ear as well.",8,8
2026,"Doctor, I am experiencing some unusual symptoms like elbow cramps, sharp abdominal pain, diarrhea, depressive or psychotic symptoms, and nausea. What could be the cause of my symptoms?",9,9
5224,"Doctor, I have been feeling very weak and nauseous lately. Can you tell me what might be causing this?",3,3
2272,"Doctor, I've been experiencing low back pain, problems with movement, abnormal involuntary movements, arm pain, and neck pain, what could be the problem?",8,8
4271,"Doctor, I have been experiencing excessive appetite, hip stiffness, and itching of the anus. What could be the cause?",8,8
3970,"Doctor, I have been having a cough and feel irritable all day long. During my pregnancy, I also faced some problems. Moreover, my whole body aches, and my eyes are red. I am worried about what might be happening to me. ",11,11
5135,"Doctor, I have been feeling excessively angry lately and I am experiencing delusions and hallucinations. What could be wrong with me? ",5,5
1960,"Hi doctor, I have been feeling hot lately and also experiencing premenstrual tension and irritability. Additionally, I have noticed some warts on my fingers. What could be the reason behind all this?",9,9
2250,"Doctor, I have been experiencing some weakness in my elbow and feeling hot and cold at times. What could be causing this?",3,3
3604,"Doctor, my legs and hands have been swelling up and retaining fluids. What could be causing this?",5,5
635,"Hi Doctor, I have been experiencing a severe headache and some people around me noticed that my eyes looked different. I think there might be something wrong with me.",5,5
2341,"Doctor, I've been feeling really tired lately and my urine has an unusual color and odor. What could be the problem?",8,8
1921,"Doctor, I have been experiencing excessive urination at night and shoulder cramps or spasms. What could it be?",3,3
2226,"Doctor, I've been experiencing seizures, palpitations, nausea and shortness of breath. Do you have any idea what the problem could be?",7,7
2752,"Doctor, I have been experiencing pelvic pain and have been noticing blood clots during my menstrual periods. What could be the problem?",3,3
2620,"Doctor, I have some skin lesions on my hands and face, and my scalp looks irregular. What could be the cause?",5,5
4425,"Hi doctor, I am experiencing some skin-related symptoms such as skin growth, warts, lymphedema, skin lesion, and abnormal appearing skin. What could be the possible disease I am suffering from?",8,8
661,"Doctor, I have been experiencing a persistent cough, fever, and fatigue for the past few weeks. I also have chest pain and difficulty breathing. I'm worried that I might have histoplasmosis.",9,9
1236,"Doctor, I was just diagnosed with endometrial hyperplasia. Can you tell me what medications I need to take?",4,4
1895,"Doctor, I've been feeling quite dizzy lately, what could be wrong with me?",4,4
3138,"Doctor, I have been experiencing some symptoms with my eye. There is some kind of white discharge coming out, and it is also itching a lot. Additionally, my eye has become swollen and I noticed some bleeding from it.",7,7
1252,"Doctor, I am experiencing redness, swelling, and pain in my arm. I also have a fever and chills. ",12,12
1753,"Doctor, I have been experiencing sharp abdominal pain and nausea for the past few days. ",3,3
527,"Hi doctor, I think I might have a Cytomegalovirus infection.",3,3
3399,"Doctor, I have noticed a mass in my groin area and my menstrual flow has been extremely heavy lately. What could be causing this? ",5,5
3340,"Doctor, I have been experiencing weakness in one side of my body, problems with movement, seizures, and arm stiffness or tightness. What could be causing this?",8,8
2711,"Doctor, I am experiencing palpitations, what could be the reason?",8,8
4446,"Doctor, I have been having ear pain, a hoarse voice, sore throat, fever, and nasal congestion. ",8,8
3817,"Doc, I have an irregular belly button and sharp chest pain, what could be the cause of it?",5,5
3407,"Doctor, I have been having long menstrual periods. What could be the reason for this?",5,5
511,"Doctor, I have been experiencing sudden, rapid heartbeats and chest discomfort. It usually lasts for a few minutes and then goes away. What do you think is the problem?",3,3
1695,"Doctor, I have been experiencing a lot of symptoms lately. I ache all over, have rib pain, a fever, sharp chest pain, and a cough. Can you help me identify what could be going on?",6,6
3442,"Doctor, I have been experiencing cramps and spasms in my rectal area, do you know what might be causing it?",5,5
3191,"Doctor, I have been experiencing some strange symptoms lately. I have not had my menstruation period, I have a cough, and I've been having a lot of leg pain. Do you know what it could be?",7,7
4785,"Doctor, I have been experiencing knee swelling, elbow swelling, abnormal appearing skin and feeling ill. Can you please tell me what's wrong with me?",9,9
161,"Doctor, I have been experiencing vision problems and I recently got diagnosed with chorioretinitis. What medical tests do I need to undergo?",4,4
4717,"Doctor, I have noticed a lump in my breast and have been experiencing skin pain along with some acne. What could be the reason for this? ",9,9
3117,"Doctor, I have been experiencing a fever, my mouth is always dry, and I just vomited blood, what could be wrong with me?",8,8
3908,"Doctor, I have been having difficulty eating for a few weeks now and I also have some discomfort and pain in my ribs. ",7,7
49,"Doctor, my baby has been very fussy and irritable lately. I'm pretty sure he's going through teething syndrome.",10,10
2882,"Doctor, I have been experiencing a persistent cough and it hurts to breathe. What could be wrong with me?",3,3
2447,"Doctor, I feel like my heart is racing and I'm breathing really fast, what could be happening to me?",3,3
3195,"Doctor, I'm experiencing thirst, fainting, frequent urination, and burning chest pain. What could be causing this?",9,9
3433,"Doctor, I have been experiencing some emotional symptoms lately. ",9,9
4410,"Doctor, I am experiencing an itchy scalp and itching of my skin. Also, I am pregnant and facing some problems, can you tell me what could be the issue?",8,8
4474,"Hi doctor, I've been experiencing peripheral edema, feeling ill, and back pain lately. I also have fluid retention and weakness. What could be the problem?",9,9
4942,"Doctor, I have been experiencing pain during my pregnancy and heavy menstrual flow. Also, sometimes I spot or bleed during my pregnancy and have blood clots during my periods. I also have intermenstrual bleeding. What could be the problem? ",8,8
1807,"Doctor, I have been experiencing a lot of fluid retention lately, is something wrong with me?",4,4
4000,"Doctor, I have been experiencing a lot of hand pain lately. ",4,4
1798,"Doctor, I have been experiencing blood clots during my menstrual periods, intermenstrual bleeding, cramps and spasms, sharp abdominal pain, and spotting or bleeding during pregnancy. What could be the problem?",7,7
2236,"Doctor, I have been experiencing chest tightness, shortness of breath, and fainting. What could be the reason for this?",5,5
3571,"Doctor, I have been experiencing pelvic pain, intermenstrual bleeding, lack of growth, hot flashes, and weight gain. What's wrong with me?",13,13
238,"Doctor, I think I have a problem with drug abuse, specifically opioids, and I want to get help. ",5,5
3186,"Doc, I have been experiencing low back pain, leg pain, loss of sensation, back pain, and even headache. Can you tell me what's wrong with me?",6,6
2754,"Doctor, I have been having some back pain lately. It feels like a sharp pain and it comes and goes.",3,3
3313,"Hi doctor, I have noticed that I have a rash down there and it's really itchy. It feels like diaper rash, even though I am not wearing any.",7,7
3829,"Doctor, I have been feeling very sick lately. I have been experiencing symptoms like nausea, dizziness, shortness of breath, wheezing, and nasal congestion. What could be the problem?",8,8
1046,"Doctor, I'm having a reaction to a medication I've been taking. My skin is itchy and red, and I have difficulty breathing.",9,9
5098,"Doctor, I've been experiencing excessive anger lately.",9,9
221,"Doctor, I think I have a fungal infection on my skin. I have red, itchy patches on my arm and leg. What should I do?",11,11
3228,"Doctor, I have a lump on my neck and a plugged feeling in my ear, and there are some lesions on my tongue. What could be wrong with me? ",8,8
4849,"Doctor, I have been feeling weak lately, my chest feels tight and I have been experiencing sharp pains in my chest. Additionally, my heart rate has been faster than usual.",6,6
4624,"Doctor, I have been experiencing vomiting lately, what could be the cause?",6,6
5432,"Doctor, I have been feeling a weakness in my low back for the past few days. Do you know what could be causing this?",5,5
223,"Doctor, I have been feeling very fatigued and nauseous lately. I've also noticed that I've been drinking a lot of water but not urinating as much as usual.",7,7
688,"Doctor, I have been experiencing problems with my vision and my limbs feel weak at times. I also have trouble maintaining my balance while walking.",7,7
5266,"Doctor, I have been experiencing shoulder cramps and joint stiffness lately. Do you have any idea what could be wrong?",7,7
3512,"Doctor, I've been experiencing a lot of lower and sharp abdominal pain recently. I also had some problems during my pregnancy. What could be wrong with me?",5,5
1112,"I have been diagnosed with head and neck cancer, what are the required medications for my treatment?",8,8
3783,"Doctor, I have been experiencing pain when I breathe, excessive sweating, and congestion in my chest. What could be wrong with me?",8,8
1489,"Doctor, I have been experiencing unusual skin bumps and lesions in my genital area. It's causing a lot of discomfort and pain. What could be causing this?",8,8
2132,"Doctor, I've been feeling hot and cold lately and I've noticed that I've become quite underweight. On top of that, I've also been experiencing some symptoms related to my kidneys. What could be the reason behind all these symptoms?",7,7
2682,"Doctor, I have been feeling very weak lately and have fainted a couple of times. I also experience sharp abdominal pains and extreme fatigue. What could be causing this? ",7,7
1734,"Doctor, I have been experiencing double vision and bleeding from my eye, along with abnormal movement of my eyelid and spots or clouds in my vision. Do you know what could be causing these symptoms?",5,5
3725,"Doctor, I have been experiencing pain of the anus, upper abdominal pain, and vomiting. What could be wrong with me? ",5,5
2678,"Doctor, I have been experiencing ankle pain, knee swelling, foot or toe pain and my nails seem to be irregular. What could be the problem? ",6,6
2765,"Doctor, I have an open wound from a surgical incision, and I've been sneezing a lot lately. What's wrong with me?",7,7
2280,"Doctor, I've been experiencing some muscle swelling, wrist weakness, and I've been biting my nails a lot lately. Do you have any idea what's going on?",7,7
3454,"Doctor, I have been experiencing arm weakness, muscle cramps, contractures, or spasms. Also, I have an eyelid lesion or rash, low back weakness, and even blindness at times. What could be the reason?",18,18
2067,"Doctor, my voice has been hoarse for a while now, and I'm having trouble hearing properly. What could be the problem?",3,3
671,"Doctor, I have been feeling very weak and dizzy lately. I think it has something to do with the antipsychotic medication I have been taking.",6,6
3853,"Doctor, I have been experiencing pulling at my ears and itching of my skin. What could be the cause of these symptoms?",5,5
159,"Doctor, I have been experiencing some symptoms that I think might be related to my kidneys. I feel tired all the time, my appetite has decreased, and I have noticed swelling in my feet and ankles.",11,11
427,"Doctor, I have been feeling very weak lately and noticed that my fingers and toes turn blue. Also, I have bruises all over my body that appear without any injury. Can you tell me what's wrong with me?",7,7
2867,"Doctor, my eyes have been feeling very itchy lately. Is it because of an allergy or some other problem?",5,5
1837,"Doctor, I have been experiencing back cramps or spasms for a few weeks now. What could be the cause of this?",3,3
5326,"Doctor, I have swollen lymph nodes, heartburn, smoking problems, leg cramps or spasms, and pain or soreness of breast. What could be the problem?",13,13
563,"Doctor, I am feeling very weak and I have high fever. I recently had an infection which was treating using antibiotics, but the fever and weakness did not go away. ",9,9
5340,"Doctor, I have been experiencing hip pain, arm swelling and there is an excessive growth on my body. What could be the problem?",9,9
330,"Doctor, I feel fatigued all the time and I have a ruddy complexion. I also have frequent headaches and itching, and I've noticed some unexplained bruising. What could be wrong with me?",9,9
255,"Doctor, I think I may have a food allergy. Every time I eat peanuts, I get a rash on my skin.",7,7
1634,"Doctor, I have been experiencing some smoking problems and also noticed that my skin has turned yellow. What could be the issue?",5,5
167,"I have been experiencing periods of mania and depression, and my mood swings have been affecting my daily life.",6,6
5090,"Doctor, I've been feeling really nauseous lately and I've noticed an excessive growth in my genital area. I also have this lump on my knee that is really painful and there is vaginal pain too.",11,11
1249,"Doctor, I recently had an accident and got diagnosed with heart contusion. What do you suggest I take as medication?",4,4
1955,"Doctor, I have been experiencing a dry and flaky scalp along with acne and pimples on my head. What could be wrong with me?",5,5
1035,"Hi Doctor, I think I might have narcolepsy. I keep falling asleep during the day no matter how much rest I get at night.",3,3
3880,"Doctor, I've been having difficulty eating and also I recently missed my menstruation cycle, what could be the cause?",5,5
938,"Hi doctor, I've been having some symptoms like frequent urination, extreme thirst and hunger, and blurry vision. I think I might have diabetes.",10,10
4621,"Hey Doc, I'm feeling really sick today. I feel nauseous and dizzy.",3,3
1786,"Doctor, I have been having this persistent cough for a while now, and I am getting concerned. Can you tell me what's going on?",3,3
2100,"Doctor, I have been experiencing knee swelling, elbow pain, shoulder stiffness, shoulder pain and hip pain. What could be wrong with me?",9,9
3022,"Doctor, I have been experiencing sleepiness and headaches lately, can you tell me what could be causing it?",3,3
1375,"Hello doctor, I have been recently diagnosed with liver disease. Can you please tell me what medications I need to take?",4,4
4964,"Doctor, I'm having trouble swallowing and also my elbow feels weak. What could be the issue?",5,5
4975,"Doctor, I'm having trouble breathing and my nose feels stuffy. What could be causing this?",3,3
1342,"Hi doctor, I have recently been diagnosed with Cholecystitis, can you prescribe me some medications for it?",4,4
2549,"Doctor, I have been experiencing weakness in my leg. Can you tell me what it could be caused by?",4,4
4741,"Doctor, I am experiencing several symptoms including hemoptysis, muscle cramps, involuntary urination, dizziness, and weight gain. What could be the cause of this?",11,11
211,"Hi doctor, I have been having abdominal pain and bloating for the past few weeks. I also experience constipation and diarrhea alternatively. My friend told me it could be Diverticulosis. ",9,9
2556,"Doctor, I've been having arm cramps or spasms for a while now. What could be causing this?",9,9
3075,"Doctor, I have been experiencing some involuntary urination, focal weakness, excessive urination at night, and some retention of urine. Do you have any idea what could be causing this?",8,8
3250,"Doctor, I have a painful wound on my arm, and my hand and fingers feel weak. Can you tell me what is wrong with me?",5,5
1625,"Doctor, I have been experiencing ankle pain, knee swelling, and my bones are painful. In addition, I also have elbow pain and a lump on my knee. What could be wrong with me?",6,6
623,"Doctor, I have been experiencing a lot of pain and swelling in my ankle. ",5,5
4851,"Doctor, I've been experiencing some leg cramps or spasms, chest tightness, and fatigue lately. What could be the reason?",8,8
5139,"Doctor, I've been having trouble sleeping lately. I feel like I'm not good enough and I get anxious all the time.",4,4
1990,"Doctor, I have been experiencing leg pain recently. ",4,4
835,"I think I have acute sinusitis. My symptoms include congestion, headache, and pressure in my sinuses.",4,4
2471,"Doctor, I have noticed warts on my penis and I am experiencing impotence. What could be the problem?",5,5
4919,"Doctor, I have been experiencing an ache all over my body.",3,3
4637,"Doctor, I have these bumps on my penis and my groin hurts. Also, my skin looks abnormal and I have been urinating more often than usual. I also have been experiencing some penile discharge.",9,9
337,"Doctor, I have a deep cut on my arm that won't stop bleeding. What's wrong with me?",6,6
2845,"Doctor, I am experiencing some symptoms of the kidneys and bleeding gums. Can you please help me understand what's going on?",7,7
4365,"Doctor, I have been experiencing upper abdominal pain, lower body pain, nausea, sharp chest pain and burning abdominal pain. What could be the reason for these symptoms?",8,8
5420,"Doctor, I have a wound on my jaw and my lip is swelling. I'm also having a lot of mouth pain and some strange symptoms on my face. What could be wrong with me?",11,11
3036,"Doctor, I've been experiencing hand or finger swelling, paresthesia, elbow pain, and weakness in my hand or fingers. I'm not sure what's wrong with me.",9,9
565,"Doctor, I have been having severe pain in my upper right abdomen and I am feeling nauseous. I think I might have cholecystitis.",6,6
5305,"Doctor, I've been experiencing some groin pain, shortness of breath, and arm swelling lately. What do you think it could be?",7,7
2796,"Doctor, I have been feeling depressed lately, and I have been drinking a lot more than usual. I've also noticed some abnormal movements in my body. What could be wrong with me?",5,5
104,"Doctor, I have been having some problems with my abdomen lately. I feel a bulge in the lower part of my abdomen that gets bigger when I lift something heavy. It also causes me discomfort and some pain at times. ",7,7
4016,"Doctor, I have been experiencing suprapubic pain and lower abdominal pain. ",3,3
865,"Hi doctor, I have been losing hair rapidly for the past few months. I think I might have Alopecia. What should I do?",4,4
3552,"Doctor, I have been feeling weakness and headache over the past few days. I am not sure what is causing it.",7,7
2968,"Doctor, I've been having some trouble with my vision lately, and I'm also experiencing apnea and insomnia. What could be causing this?",7,7
5207,"Doctor, I am feeling a lump in my throat, and my throat is sore and red. Also, I am experiencing some redness in my ear. What could be wrong with me?",6,6
3767,"Hi Doctor, I've been experiencing arm stiffness, skin irritation, dry mouth, joint pain, and irregular periods. What could be the cause of these symptoms?",13,13
1254,"Doctor, I have been diagnosed with an intestinal disease. Can you please tell me what medications I need to take?",4,4
3568,"Doctor, my hands and fingers have been feeling stiff and tight lately. What could be causing this?",5,5
1443,"Doctor, I have been experiencing severe stiffness and pain in my back and hips, and I find it difficult to bend or move around.",9,9
4275,"Doctor, I have a lump or mass on my breast and I am experiencing arm pain, lower body pain, and my skin on my arm or hand looks infected. What could be the problem?",10,10
5329,"Hey, Doctor. I am feeling painful urination and lower body pain. Also, I am seeing blood in my urine and there is a mass in my scrotum. Can you tell me what might be the problem I am facing?",8,8
2213,"Doctor, I'm having an irregular heartbeat and shortness of breath. What could it be?",3,3
5046,"Doctor, I have been having some symptoms lately. I had a nosebleed, and I have a lump on my knee. Additionally, I noticed a sore on my vulva and I have been experiencing chills. What could be causing all of this?",10,10
4409,"Doctor, I have this skin rash and it's really itchy. The affected area looks abnormal and I also have this diaper rash. My skin feels dry, and it's peeling and scaly. What do you think is wrong with me?",12,12
3961,"Doctor, I'm experiencing leg weakness, abnormal involuntary movements, and have developed a lump on my foot. Also, my skin is looking abnormal, and I have a mass on my neck. What do you think could be the problem?",10,10
3809,"Doctor, I've been having some issues lately. My heart rate seems to be decreasing and I'm also having trouble slurring my words. Additionally, I'm experiencing sharp chest pain. What could be causing all of this?",7,7
3569,"Doctor, I have been experiencing a dry and flaky scalp. Also, I have noticed that I haven't grown in height in a long time. What could be the reason?",5,5
4854,"Doctor, I have been experiencing ringing in my ear, elbow cramps, abnormal breathing sounds, abnormal appearing skin, and nailbiting. Can you tell me what is wrong with me?",13,13
2199,"Hi doctor, I have been experiencing a lot of pain in my leg. It's mostly around my ankle. ",5,5
