Question_ID,Question,Greedy,GreedyDist,GreedyGen
2425,"Hi doctor, I've been experiencing some problems with movement lately, along with dizziness, weakness and feeling ill. Can you tell me what's wrong with me?",250,29,1123
2426,"Hi Doctor, I've been experiencing depressive symptoms, nausea, dizziness, abnormal involuntary movements, and sleepiness. What could be wrong with me? ",1123,43,1123
2427,"Doctor, I have been feeling extremely sleepy and weak lately. What could be the reason for this?",1123,118,1108
2428,"Doctor, I have been experiencing some symptoms lately like vaginal discharge, nausea, weight gain, lower abdominal pain and heartburn. But, the most concerning thing is that my menstruation cycle has been absent for a while. What could be wrong with me?",1123,38,1123
2429,"Doctor, I haven't had a period in a few months and when I do, it lasts for a long time. What could be wrong with me?",1123,177,1091
2430,"Doctor, I have been experiencing pain and soreness in my breasts, lower abdominal pain, and nausea for a while now, but I haven't had my menstrual period for a few months. What could be wrong with me?",1123,39,1123
2431,"Doctor, I have been experiencing sharp abdominal pain, pain or soreness of breast, nausea, and lower abdominal pain for the past few weeks. I am also not getting my period. What could be wrong with me?",1123,42,1123
2432,"Doctor, I haven't had my period for months now and I've been having these symptoms like vaginal discharge, weight gain, breast pain, and vaginal itching. What could be wrong with me?",1123,24,1123
2433,"Hi doctor, I have a problem with my ankle. It's been swollen for the past few days and it's really painful.",647,145,1116
2434,"Doctor, I have been experiencing some weakness in my wrist and I have been feeling very emotional lately. Also, I am underweight. ",647,181,1123
2435,"Doctor, I have been experiencing ankle pain, elbow weakness, wrist weakness, and some emotional symptoms. I have also lost some weight recently. What could be the problem?",647,22,1123
2436,"Doctor, I have been experiencing ankle pain, feeling hot and cold, low back weakness, eye strain and I am also underweight. What could be the problem?",1123,193,1123
2437,"Doctor, I've been having elbow cramps or spasms, ankle pain, and low back weakness. What do you think it could be?",647,18,1123
2438,"Doctor, I have been experiencing elbow cramps or spasms recently. Can you tell me what is wrong with me?",429,172,1120
2439,"Doctor, I've been feeling really sick lately. I've been vomiting and having diarrhea, and I've been having some emotional symptoms as well.",250,30,1123
2440,"Doctor, I've been having diarrhea for a few days now and I feel extremely tired all the time. What's wrong with me?",107,21,1123
2441,"Doctor, I have been feeling really dizzy lately and my emotions seem to be all over the place. What could be wrong with me?",250,24,1123
2442,"Doctor, I have been feeling very dizzy lately. ",33,18,1112
2443,"Doctor, I've been feeling really anxious and nervous lately. I also have headaches and my heartbeat feels irregular at times. What could be wrong with me?",304,60,1123
2444,"Doctor, I've been having trouble breathing fast, and I also experience headaches. I have a loss of sensation too, and my chest feels tight. What's wrong with me?",250,35,1123
2445,"Doctor, I have been having a hard time lately. In the past few weeks, I've been experiencing several symptoms like breathing fast, loss of sensation, irregular heartbeat, headaches and sharp chest pains. What could be wrong with me?",304,44,1123
2446,"Doctor, I've been having trouble breathing lately. My breaths have been coming out really fast and shallow.",1123,20,1112
2447,"Doctor, I feel like my heart is racing and I'm breathing really fast, what could be happening to me?",1123,156,972
2448,"Doctor, I have been feeling really strange lately. I have had trouble breathing, my heart races, and I even fainted once. ",647,193,1123
2449,"Doctor, I've been experiencing sharp chest pain, dizziness, and difficulty breathing. What could be wrong with me?",250,30,1112
2450,"Hi doctor, I've been experiencing pain in my bones and my ankle has been swollen. What could be wrong?",647,180,1075
2451,"Doctor, I have some foot or toe swelling, itchy scalp, and muscle pain. What could be the problem?",647,133,1110
2452,"Hi doctor, I'm experiencing some foot or toe swelling, bone pain, and cramps or spasms in my foot. I'm also having trouble with movement.",647,21,1123
2453,"Doctor, I have been experiencing pain in my foot and spasms in my toes. What could be the cause of this?",1123,167,1123
2454,"Doctor, I have been experiencing lower body pain and my bones are painful. I also have been feeling some knee pain. What could be causing this?",647,14,1123
2455,"Doctor, I am experiencing neck cramps or spasms, and I am having trouble with my vision. I can hardly see anything, everything looks blurry. Can you tell me what's wrong with me?",647,25,1123
2456,My eyesight seems to be getting worse. Sometimes I even feel like I'm going blind. And I've been experiencing neck cramps and spasms as well. ,647,25,1123
2457,"Doctor, I have been experiencing some symptoms related to my eyes. My eyes move abnormally, I have difficulty speaking, and I feel an itchiness in my eyes. Also, my eyes are red and I experience some other symptoms related to my eyes. What could be the problem?",1123,22,1123
2458,"Doctor, I've been experiencing some strange symptoms lately. My eyes seem to be deviating and my eyelids have been moving abnormally. What could be causing this?",1123,173,1081
2459,"Doctor, I have been experiencing some symptoms like abusing alcohol, insomnia, excessive anger, problems with movement and slurring words. Can you tell me what could be the possible disease?",647,26,1123
2460,"Doctor, I am experiencing depression and problems with movement. Also, I have a history of drug abuse.",429,19,1123
2461,"Doctor, I have been feeling extremely sleepy lately and have had difficulty speaking clearly. I've also been experiencing some depressive and psychotic symptoms.",1123,21,1123
2462,"Doctor, I feel extremely sleepy all the time and I'm having delusions and hallucinations. I'm also feeling depressed and have difficulty in moving my body.",1123,24,1123
2463,"Doctor, I have been experiencing some itching of my skin and some skin lesions lately. Do you have any idea what this could be?",429,165,1086
2464,"Doctor, I've been experiencing some symptoms lately. My feet have been in pain and swollen, and the skin on my feet and hands look weird.",647,17,1112
2465,"Doctor, I have been experiencing itching of my skin for the past two weeks. I also have an irregular appearing scalp, skin lesions, and skin irritation. My skin has an abnormal appearance, and I am worried about what might be causing this.",1123,18,1116
2466,"Doctor, I have some skin lesion and rash on my body. Also, I feel some pain in my fingers and hands as well as in my mouth. What could be the reason behind these symptoms?",1123,17,1112
2467,"Doctor, I have noticed that my ankles, feet, and legs have started swelling up. Do you know what could be causing this?",1123,148,1123
2468,"Doctor, I have a mass in my scrotum. What could it be?",1123,70,822
2469,"Hello doctor, I have these bumps on my penis and I am experiencing lower abdominal pain. ",1123,15,1101
2470,"Hi Doctor, I have been experiencing impotence for the past few weeks. Can you please tell me what could be the reason for it?",1123,98,906
2471,"Doctor, I have noticed warts on my penis and I am experiencing impotence. What could be the problem?",1123,109,1097
2472,"Excuse me doctor, I've been experiencing blood in my urine and heavy sweating. What could be wrong with me?",647,11,1123
2473,"Doctor, I have been experiencing sharp chest pain, heartburn, and regurgitation. Do you have any idea what might be causing these symptoms?",429,27,1123
2474,"Doctor, I have been experiencing a burning sensation in my chest after meals, particularly at night. What could it be?",1123,19,1123
2475,"Doctor, I'm experiencing a lot of back pain lately, as well as heartburn and regurgitation. Do you have any idea what could be causing this? ",429,26,1123
2476,"Hi doctor, I've been experiencing some vomiting lately.",14,21,1123
2477,"Doctor, I've been experiencing sharp chest pain and vomiting blood. What could be causing this?",304,23,1123
2478,"Doctor, I have noticed problems with my movements. It seems like I cannot move as smoothly as before. What could be the cause?",429,19,1123
2479,"Doctor, I have been experiencing delusions, seizures, nausea, anxiety and nervousness. What could be wrong?",429,56,1123
2480,"Doctor, I am feeling very anxious and nervous lately. What could be the reason?",250,152,1123
2481,"Doctor, I have been experiencing cramps and spasms, as well as restlessness lately. Can you tell me what's wrong with me? ",1123,147,1036
2482,"Doctor, I have been experiencing bleeding from my ear and severe ear pain. What could be the problem?",1123,132,1080
2483,"Doctor, I have been experiencing a constant headache and pain in my ear. Do you have any idea what could be causing this? ",188,28,1123
2484,"Doctor, I've been experiencing ear pain, headache, dizziness, heartburn, and a plugged feeling in my ear. Do you know what might be causing this?",429,41,1123
2485,"Hi doctor, I've been experiencing a plugged feeling in my ear along with an allergic reaction and ringing in my ear. What could be causing this?",647,120,1111
2486,"Hi doctor, I have been experiencing a lot of dizziness lately. What could be the cause of it?",33,18,1112
2487,"Doctor, I have been experiencing rectal bleeding, sharp abdominal pain, vaginal dryness, symptoms of prostate, and even irregular belly button lately. What could be the issue?",1123,41,1123
2488,"Hi doctor, I've been having vaginal dryness and cramps and spasms in the anal area. Do you know what's causing it?",1123,141,1114
2489,"Doctor, I have been experiencing blood in my stool and rectal bleeding. I also have sharp abdominal pain. What could be the problem?",1123,33,1123
2490,"Doctor, I have been experiencing some changes in the appearance of my stool and also some symptoms related to my prostate. Can you tell me what is going on?",1123,95,879
2491,"Doctor, I've been experiencing changes in my stool appearance and noticed some rectal bleeding. What could be causing these symptoms?",1123,135,986
2492,"Doctor, I have a swollen tongue, an allergic reaction, and a skin rash. What is wrong with me?",1123,181,1123
2493,"Doctor, I have a swollen eye and fluid retention, what could be causing this?",304,200,1123
2494,"Doctor, I have been experiencing fluid retention, peripheral edema, and an allergic reaction. What could be the problem?",-1,-1,-1
2495,"Doctor, I have been experiencing peripheral edema and cough for a few days. What could be the reason for this?",304,20,1123
2496,"Doctor, my lip is swelling and it's making me uncomfortable, do you know what might be causing it?",429,20,1123
2497,"Doctor, I've been experiencing a plugged feeling in my ear and I keep pulling at it. I've also noticed there's some fluid in my ear. What could this be?",1123,171,1071
2498,"Doctor, I have noticed some redness in my ear, and I think I am having an allergic reaction. I find myself constantly pulling at my ears. What could be the problem?",1123,155,1118
2499,"Doctor, I've been having some trouble with my ear. There's some fluid in it and it's been red for a few days now. What could it be?",429,176,1114
2500,"Doctor, I have been experiencing painful sinuses, a plugged feeling in my ear, an allergic reaction, pulling at my ears, and a lot of ear pain. ",429,14,1118
2501,"Doctor, I have been experiencing bleeding from my ear. What could be the problem?",1123,152,1087
2502,"Doctor, my foot is so swollen, and it hurts a lot. What could be wrong with it?",647,158,1103
2503,"Doctor, my hand and finger feel stiff and tight, and they're also swollen. My foot and toe are also swollen. What could be wrong with me?",647,22,1111
2504,I have been feeling this pain in my hand and finger. It hurts whenever I try to pick up something.,250,18,1123
2505,"Doctor, I have been experiencing pain in my hand and foot lately. ",250,174,1103
2506,"Doctor, I have been experiencing pain and swelling in my hand and finger. My toe and foot also hurt.",250,40,1123
2507,"Doctor, I've been feeling hot and cold lately. What could be the issue?",1123,146,1043
2508,"Doctor, I am experiencing low back weakness and eye strain. What could be causing this?",1123,177,1095
2509,"Doctor, I have been experiencing wrist weakness and vomiting. What could be the reason for this?",429,23,1123
2510,"Hi doctor, I've been experiencing nail-biting for a long time, I was wondering what could be the cause?",1123,128,1123
2511,"Doctor, I have been experiencing nailbiting, constipation, elbow weakness and vomiting. Could you please tell me what might be wrong with me?",1123,29,1123
2512,"Doctor, I've been having a lot of leg pain lately, and my temper has been pretty bad. Also, I've been experiencing some sharp chest pain.",429,32,1123
2513,"Doctor, I have been experiencing leg weakness and an ache all over my body. What could be the problem?",131,20,1123
2514,"Doctor, I have difficulty in swallowing and I also have shoulder pain, fatigue, muscle pain, and stiffness all over my body. What could be the problem?",1123,27,1123
2515,"Doctor, I have been experiencing a lot of symptoms recently. I ache all over, have weakness in my legs, an irregular heartbeat, shoulder pain, and temper problems. What could be causing all of this?",304,43,1123
2516,"Doctor, I have been experiencing throat swelling, foot and toe swelling, leg swelling and a mass in my neck. What could be the problem? ",647,14,1123
2517,"Doctor, I'm experiencing several symptoms such as skin dryness, peeling, scaliness or roughness, peripheral edema, skin on leg or foot looks infected, foot or toe swelling, and leg pain. What could be causing this?",1123,27,1123
2518,"Doctor, I have noticed some skin lesions on my arm and I am also experiencing fluid retention. Additionally, I have a mass in my neck and my throat is swollen. What could be the reason behind these symptoms?",1123,13,1123
2519,"Doctor, I have noticed that I am experiencing lymphedema along with a mass in my neck and fluid retention. What do you think is wrong with me?",647,13,1123
2520,"Doctor, I have noticed that my skin looks abnormal lately. It's kind of thick and hard, and has a shiny appearance. Do you know what it could be? ",429,17,1116
2521,"Doctor, I've been experiencing some troubling symptoms lately. I've been having trouble with retaining my urine and have noticed a penile discharge. I also feel like I have symptoms of prostate problems. What could be going on?",1123,16,1123
2522,"Doctor, I have been experiencing a mass in my kidney and groin, and there is also blood in my urine. What could be the reason for this?",647,14,1123
2523,"Doctor, I have a mass in my bladder. What could be the cause of this?",647,156,1104
2524,"Doctor, I am experiencing symptoms of prostate and I have noticed blood in my urine. What could be causing this?",1123,192,1123
2525,"Doctor, I've been experiencing pain during intercourse. Can you tell me what's causing it?",647,168,1109
2526,"Doctor, I have been experiencing wheezing, nasal congestion and coryza for the past few days. What could it be?",647,17,1123
2527,"Doctor, I have been experiencing shortness of breath and a sore throat lately, what could be the problem?",168,23,1123
2528,"Doctor, I have been feeling terrible lately. I have been having a headache, coryza, vomiting, chest tightness and nasal congestion. What's wrong with me?",206,51,1123
2529,"Doctor, I have been experiencing vomiting and sharp chest pain. What could be the problem?",30,35,1123
2530,"Doctor, I've been having some trouble breathing lately. I feel short of breath and have nasal congestion. There's also a wheezing sound when I breathe and I find it hard to take deep breaths. I also have a cough. What could be wrong with me?",647,32,1123
2531,"Doctor, I am experiencing blindness, pain in my eye, diminished vision, eye redness, and a foreign body sensation. Can you please tell me what is wrong with my eye?",429,23,1123
2532,"Doctor, I have been experiencing eye redness and spots or clouds in my vision lately, what could be the problem?",250,170,1123
2533,"Doctor, I am experiencing double vision, diminished vision, eye burns or stings, spots or clouds in vision, and excessive lacrimation. What could be the problem?",1123,23,1123
2534,"Doctor, I am experiencing a burning and stinging sensation in my eye. Additionally, my eye feels itchy and I've been tearing up a lot. What's going on?",1123,18,1123
2535,"Doctor, I have been experiencing itchiness in my eyes along with spots and cloudiness in my vision. Additionally, there is a foreign body sensation in my eye. What could be the problem?",250,17,1123
2536,"Doctor, I have an open wound on my chest and my lip is swollen. What could be the problem?",429,145,1123
2537,"Doctor, I have a sharp pain in my chest, and my lips are swelling. What could be wrong with me?",429,22,1123
2538,"Doctor, I have a sharp pain in my chest and my lip is swollen. What could be the problem?",429,22,1123
2539,"Doctor, I have an open wound on my chest and my lips are swollen. What could be causing this?",429,145,1123
2540,"Hi doctor, I have been experiencing sharp chest pain for the past week. I also have a wound on my chest that won't seem to heal. I must tell you that I have had a history of drug abuse.",429,43,1123
2541,"Doctor, I have a sharp pain in my knee.",183,154,1116
2542,"Doctor, I have been feeling a lot of knee stiffness and tightness lately, and I'm also having some problems during my pregnancy.",647,16,1123
2543,"Doctor, my knee has been hurting a lot lately and there seems to be some fluid retention around it. ",304,17,1123
2544,"Doctor, my knee hurts a lot and it's really hard to bend it. Also, it's quite swollen ",647,13,1116
2545,"Hi doctor, I have noticed some swelling in my knee. It's a bit painful too. What could be causing this?",206,12,1116
2546,"I have been experiencing back cramps or spasms, lower body pain, paresthesia, problems with movement, and my urine has an unusual color and odor. What could this be?",1123,26,1123
2547,"Doctor, I'm having problems with movement and leg weakness, and I feel a tingling sensation in my legs. I also experience lower body pain, and my urine has an unusual color and odor. What's wrong with me?",1123,33,1123
2548,"Hi doctor, I've been experiencing leg cramps and back pain for a few weeks now. Additionally, I have been having spasms in my legs and back, and it's becoming difficult to move around.",1123,34,1123
2549,"Doctor, I have been experiencing weakness in my leg. Can you tell me what it could be caused by?",131,12,1123
2550,"Hi doctor, I've been experiencing lower body pain and leg weakness with a loss of sensation. What could be the problem?",250,20,1123
2551,"Hi doctor, I have been having back pain and low back pain, along with problems with movement. My leg feels weak, and my urine has an unusual color and odor. What could be wrong?",429,35,1123
2552,"Doctor, I have been having weakness in my hands and fingers.",1123,153,994
2553,"Doctor, I have been experiencing weakness in my legs lately, can you tell me what could be the reason for this?",131,12,1123
2555,"Doctor, I'm not feeling well and I'm having trouble urinating. What could be wrong with me?",250,16,1123
2556,"Doctor, I've been having arm cramps or spasms for a while now. What could be causing this?",1123,13,1123
2557,"Doctor, I have been experiencing painful urination and involuntary urination. What could be causing this?",304,14,1123
2558,"Doctor, I have been experiencing pelvic pain and blood in my urine. What could be the cause of this?",131,20,1123
2559,"Doctor, I have been experiencing frequent urination, weight gain and painful urination. Are they related to any disease?",304,21,1123
2560,"Doctor, I have been experiencing some symptoms related to my bladder, weight gain, and involuntary urination. What could be the problem?",304,16,1123
2561,"Doctor, I've been experiencing some strange symptoms like suprapubic pain, hot flashes and weight gain. What could be the reason for it?",1123,16,1123
2562,"Doctor, I've been experiencing leg cramps or spasms, and I also have leg pain.",1123,18,1123
2563,"Doctor, I have been experiencing an ache all over my legs and have noticed a lump or mass on one of them. Additionally, the skin on my leg looks infected.",1123,20,1123
2564,"Doctor, I've been having leg cramps and spasms lately. What could be the reason for it?",1123,151,1103
2565,"Doctor, I've been experiencing leg cramps and spasms, what could be the problem?",1123,147,1118
2566,"Doctor, I've been experiencing back pain, involuntary urination, and side pain. What could be the cause of this?",304,23,1123
2567,"Hi doctor, I have been experiencing symptoms of prostate like difficulty in urinating, weak flow, etc. Can you please tell me what might be causing these symptoms?",1123,14,1123
2568,"Doctor, I have been experiencing low back pain recently.",250,196,1077
2569,"Doctor, I've been experiencing impotence, decreased appetite, back pain, and involuntary urination. What could be wrong with me?",1123,29,1123
2570,"Doctor, I have been having vomiting, low back pain, decreased appetite, back pain, and blood in my urine. What could be the reason for these symptoms? ",250,36,1123
2571,"Doctor, I feel a lot of pain in my testicles and have trouble urinating. Also, I noticed some growth on my scrotum.",1123,14,1123
2572,"Doctor, I have been experiencing lower abdominal pain for a few days now. What could be the reason behind it?",304,18,1123
2573,"Doctor, I have noticed a skin growth on my testicle. What could it be?",1123,12,1112
2574,"Doctor, I'm worried about the symptoms I'm experiencing. I've noticed a skin growth and symptoms of the scrotum and testes. I'm also experiencing impotence, excessive urination at night, and I've seen blood in my urine.",1123,26,1123
2575,"Doctor, I've been having some pain in my testicles lately, and I've noticed a mass in my scrotum. On top of that, I've been experiencing lower abdominal pain. What could be wrong with me?",1123,19,1123
2576,"Doctor, I've been experiencing a lot of pain in my lower body. Do you have any idea what might be causing it?",304,11,1123
2577,"Doctor, I have been experiencing neck and back pain for several weeks now. What could be causing it?",206,19,1123
2578,"Doctor, I have a lot of pain in my hip, joints, legs, and arms recently. ",304,23,1123
2579,"Doctor, I have been experiencing an ache all over my body, as well as pain in my hips and shoulders. Additionally, I have noticed a loss of sensation and back pain. What could be wrong with me?",250,36,1123
2580,"Hi Doctor, I have been experiencing arm pain along with low back pain and back pain. ",250,23,1123
2581,"Doctor, I've been trying to get pregnant for a year, but it seems like it's not happening. I'm worried that something might be wrong with me.",647,146,1073
2582,"Doctor, I have been experiencing some abnormal appearing skin, acne or pimples, skin moles, and unpredictable menstruation. Also, I have been having difficulty sleeping due to apnea. What could be causing all of these symptoms?",1123,24,1123
2583,"Doctor, I have been experiencing some acne or pimples on my face and my hair growth is also abnormal. Can you tell me what is happening to me?",1123,155,1123
2584,"Doctor, I have noticed that I have some skin moles and too little hair growth on certain parts of my body. What could be the reason for this?",647,124,1123
2585,"Doctor, I've been experiencing acne breakouts, heavy menstrual flow, and abnormal skin with too little hair in some areas and unwanted hair in others. What could be the cause of this?",1123,49,1123
2586,"Doctor, I have been experiencing eye strain, wrist weakness, and elbow cramps or spasms. What could be causing this?",1123,159,1123
2587,"Dr, I'm experiencing some weird symptoms, and I think I have a problem with my foot. ",250,13,1123
2588,"I've been having low back weakness, elbow weakness and wrist weakness, and sometimes I experience elbow cramps or spasms. ",647,17,1123
2589,"Doctor, I have been experiencing elbow cramps or spasms lately, and I also dislocated my foot. Can you tell me what's causing this?",429,16,1123
2590,"Doctor, I have been experiencing back pain, suprapubic pain, symptoms of the kidneys, and sharp abdominal pain. What could be the problem?",1123,43,1123
2591,"Doctor, I have been experiencing lower body pain and side pain lately. Can you please help me understand what's going on?",250,177,1109
2592,"Doctor, I've been having some issues lately. I noticed blood in my urine, I've been vomiting, and I'm experiencing pain in my testicles and suprapubic pain.",1123,35,1123
2593,"Doctor, I am experiencing vomiting, pain in my testicles, side pain, and I am also having symptoms of my kidneys and bladder. Can you tell me what is wrong with me?",1123,31,1123
2594,"Hi doctor, I've been experiencing some pain on the side and back, what do you think could be causing this?",206,18,1123
2595,"Doctor, I've been having blood in my stool and upper abdominal pain. I've also been having burning pain in my abdomen and constipation. What could be wrong with me?",250,22,1123
2596,"Doctor, I have been experiencing diarrhea and nausea lately, do you know what might be causing this?",84,19,1123
2597,"Doctor, I've been experiencing some symptoms lately, including melena and nausea. What could be the cause of this?",429,19,1123
2598,"Doctor, I have been noticing blood in my stool lately.",1123,122,1116
2599,"Doctor, I've noticed some blood in my stool. What could be the reason?",304,191,1123
2600,"Doctor, since my operation, I have been experiencing sharp chest pain and headaches, what could be wrong with me?",38,38,1123
2601,"Doctor, I have been experiencing some back pain and sharp abdominal pain since my operation. Could you tell me what might be causing this? ",26,64,1123
2602,"Doctor, I have been experiencing neck pain, vomiting, toothache, and nausea after my operation. Can you tell me what's wrong?",1123,38,1123
2603,"Doctor, I've been experiencing a lot of side pain and nausea lately. What could be causing this?",206,19,1123
2604,"Doctor, I had a surgery a few days ago and now I am experiencing some symptoms. I have been feeling nauseous and am having lower abdominal pain. I also seem to be having a toothache, vomiting and low back pain. ",1123,41,1123
2605,"Doctor, I have been feeling really anxious and nervous lately. What do you think could be wrong with me?",250,152,1123
2606,"Doctor, I have been experiencing elbow weakness lately and also feel quite anxious and nervous, even without any clear reason.",250,38,1123
2607,"Doctor, I've been having constipation, sharp abdominal pain, excessive growth, symptoms of the face, and loss of sensation. What could be wrong with me?",647,44,1123
2608,"Hi doctor, I have been experiencing some symptoms lately. I've been having loss of sensation, back pain, and constipation. What could be the problem?",250,27,1123
2609,"Doctor, I have been experiencing drug abuse and loss of sensation. What could be causing these symptoms?",429,171,1123
2610,"Doctor, I have been experiencing pain during my pregnancy, excessive urination at night, and facial pain. Can you please tell me what could be causing these symptoms?",429,20,1123
2611,"Doctor, I have been experiencing shoulder cramps or spasms for a while, what could be the problem?",429,17,1123
2612,"Hi doctor, I have a lump on my knee and pain in my ankle. I'm also experiencing pain during my pregnancy. What could be the problem?",250,17,1123
2613,"Doctor, I've been feeling really tired lately and I have this weird pain in my face and wrist. What could be causing this?",1123,16,1123
2614,"Doctor, I have been experiencing excessive urination at night, what do you think could be the cause? ",429,129,1107
2615,"Doctor, I have a lump in my neck and another one in my shoulder. Also, my ears have been very itchy lately.",1123,137,1114
2616,"Doctor, I have been experiencing symptoms of the kidneys, fatigue, a hoarse voice, regurgitation, and itchy ears. What could be the problem?",1123,19,1123
2617,"Doctor, I've been experiencing mouth pain and also found a mass in my groin area. What could be the cause?",1123,127,1123
2618,"Doctor, I have been feeling very tired lately and I noticed a lump on my neck. My muscles are also very sore and I feel stiff all over my body.",1123,18,1123
2619,"Doctor, I have been experiencing regurgitation and muscle pain lately. Can you tell me what might be causing these?",647,141,1116
2620,"Doctor, I have some skin lesions on my hands and face, and my scalp looks irregular. What could be the cause?",429,174,1085
2621,"Doctor, I have developed a rash on my skin and it is also getting dry and scaly. My scalp looks quite irregular too. I also have some acne and noticed a skin growth. ",429,23,1123
2622,"Doctor, I have been having some unusual symptoms lately. My face has been showing some unusual rash and I feel there is a lack of growth on my skin.",429,13,1112
2623,"Doctor, I have been experiencing symptoms of the face, lack of growth, and an itchy scalp. Can you tell me what's wrong with me?",647,11,1123
2624,"Doctor, I have some weird symptoms in my skin, it is dry, scaly and appears to be rough. Also, it looks abnormal.",429,18,1116
2625,"Doctor, I have been experiencing ankle swelling, shortness of breath, symptoms related to my kidneys, and peripheral edema. What could be the cause of this?",1123,24,1123
2626,"Doctor, I've been feeling very weak and tired lately.",250,17,1123
2627,"Hi doctor, I have been experiencing swelling in my ankles. Do you know what it could be?",647,124,968
2628,"Doctor, I have been experiencing some symptoms lately. I feel like my kidneys are not functioning properly, and I also feel shortness of breath. Additionally, I have noticed a black tarry stool, and I tend to feel cold most of the time.",1123,21,1112
2629,"Doctor, I have been feeling extremely tired lately and my ankles have been swelling. I have also been going to the bathroom more than usual. Do you know what could be causing these symptoms?",-1,-1,-1
2630,"Doctor, I've been having some pain in my anus and an ache all over my body. What could be the problem?",429,14,1123
2631,"Doctor, I have been experiencing pain of the anus, hurts to breath, rib pain, side pain, and retention of urine. What could be causing all these symptoms?",647,24,1123
2632,"Doctor, I have been experiencing an ache all over my body, frequent urination, blood in my urine, rib pain, and sharp chest pain. What could be the problem?",647,33,1123
2633,"Doctor, I have been experiencing side pain, retention of urine and it hurts to breath. ",250,19,1123
2634,"Doctor, I have been experiencing blood in my urine, frequent urination, rib pain, and pain of the anus. What could be the reason for this? ",647,17,1123
2635,"Doctor, I am experiencing spots or clouds in my vision and my eye feels very cloudy. What could be the problem? ",250,140,1024
2636,"Doctor, I have been feeling some symptoms recently, like lacrimation, headache, vaginal itching, and my skin looks abnormal. What could be the problem?",429,43,1123
2637,"Doctor, I have been experiencing a lot of lacrimation lately. What could be causing it?",1123,142,1045
2638,"Doctor, I've been having this constant pain in my eye with a headache, and my eye has been red and cloudy. I've also been tearing up more than usual. What's wrong with me?",1123,43,1123
2639,"Doctor, I'm experiencing a foreign body sensation in my eye and my eye is cloudy. I've also noticed some other symptoms of the eye, like lacrimation. What could be causing all of this?",250,153,1039
2640,"Doctor, lately I've been experiencing eye burns or stings along with diminished vision. I also noticed some acne or pimples on my eyelids and there seem to be spots or clouds in my vision. Oh and my eyelids have been a bit swollen too.",1123,23,1123
2641,"Doctor, I have been feeling a foreign body sensation in my eye, and my scalp appears irregular. What could be the reason for this?",429,166,1076
2642,"Doctor, I have been experiencing some spots or clouds in my vision lately and my eyes have been extremely itchy. Can you tell me what might be causing this?",304,128,1096
2643,"Doctor, I've been experiencing an itchy scalp for the past few days and I've noticed I have too little hair in some parts of my head. What could be wrong with me?",647,108,1123
2644,"Doctor, I have been experiencing skin dryness, peeling, scaliness or roughness, acne or pimples, skin lesion and itching of skin. What could be wrong with me?",429,20,1123
2645,"Hi doctor, I have been having some issues with my skin. It has become very dry and is peeling and I'm developing acne as well.",429,176,1123
2646,"Doctor, I am experiencing some abnormal appearing skin, irregular appearing nails, skin swelling, itchy scalp and skin rash. What could be wrong with me?",647,21,1123
2647,"Doctor, I am experiencing acne, irregular nails, skin lesions and an itchy scalp. What is wrong with me?",647,14,1123
2648,"Doctor, I've been having some weird symptoms with my skin lately. It's been swelling up, and I've been getting acne and irregular nails. I also noticed my skin is really dry and peeling a lot.",647,19,1123
2649,"Doctor, I've been having an itchy and irregular scalp lately. I've also noticed some swelling on my skin. What could be causing this?",647,14,1123
2650,"Doctor, I have a skin disease that causes my skin to swell and itch. My scalp is also itchy, and my skin looks abnormal. What could be wrong with me?",647,22,1123
2651,"Doctor, I have been experiencing emotional symptoms and weakness in my wrist. Can you please help me understand what might be causing this? ",429,162,1123
2652,"Doctor, I have been feeling hot and cold lately, and I also have low back weakness and weakness overall. Additionally, I have been experiencing some emotional symptoms. What could be causing this?",1123,15,1123
2653,"Doctor, I am experiencing some elbow weakness and feeling hot and cold, as well as some low back weakness. What could be causing these symptoms? ",1123,152,1123
2654,"Doctor, I have been experiencing some wrist weakness and emotional symptoms lately. What could be the problem?",429,162,1123
2655,"I have been experiencing excessive growth, and I also have been feeling very depressed and sometimes have psychotic symptoms.",250,23,1123
2656,"Doctor, I've been experiencing nailbiting and diarrhea lately. What could be causing this?",1123,192,1120
2657,"Doctor, I have been experiencing shoulder pain, headache, and weakness lately. What could be the problem?",250,31,1123
2658,"Hi doctor, I have been experiencing shoulder pain, nausea, eye strain, weakness and dizziness. Can you tell me what's wrong with me?",1123,40,1123
2659,"Doctor, I have been experiencing fever, shoulder pain, dizziness, and eye strain. What could be happening to me?",1123,36,1123
2660,"Doctor, I have this feeling that my throat is tight and I can't seem to shake it off.",429,173,1119
2661,"Doctor, can you tell me what's wrong? My ear really hurts, and my scalp feels irregular. ",429,12,1123
2662,"Doctor, I have been experiencing ear pain for the past few days. ",188,132,1080
2663,"Doctor, I've been having trouble hearing out of my left ear lately, and it feels like something is stuck in there. ",250,19,1119
2664,"Doctor, I have been experiencing bleeding from my ear, skin irritation in my ear canal, and last night I was acting hysterically, what could be the problem?",1123,123,1123
2665,"Doctor, I've been having a really heavy menstrual flow and experiencing a lot of premenstrual tension and irritability lately. Do you know what could be causing this?",1123,14,1123
2666,"Doctor, I have been experiencing premenstrual tension or irritability, pelvic pain, long menstrual periods, headache and painful menstruation. What could be the possible cause for these symptoms? ",1123,38,1123
